"KIREEVSKY_1" "KIREEVSKY_2" "KIREEVSKY_3" "PESENNIKI" "RP_1810" "RP_1820" "RP_1830" "RP_1840" "ruscorpora_1" "ruscorpora_2" "ruscorpora_3" "SOBOLEVSKY_1" "SOBOLEVSKY_2" "SOBOLEVSKY_3"
"страшиться" 0.01 0 0 0 0 0.00838082467314784 0 0 0.01 0.01 0.025 0 0 0
"стыдиться" 0 0.01 0.005 0.00488639139995114 0 0.00838082467314784 0 0 0.015 0.02 0 0 0 0
"судьбина" 0 0 0 0 0 0.0251424740194435 0 0.00846310088016249 0.015 0.01 0.015 0 0 0
"талан" 0 0.005 0 0 0 0 0.0177793581651702 0 0 0 0.005 0.02 0.01 0
"татьянушка" 0.015 0.015 0.015 0 0 0 0 0 0 0 0 0.005 0.005 0.005
"таять" 0 0 0.005 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.01 0.01 0 0.005 0.005 0.01
"ткать" 0 0.01 0.005 0.0195455655998045 0 0 0.00444483954129256 0 0 0 0 0 0.01 0.01
"толк" 0 0 0 0 0 0.00838082467314784 0.0222241977064628 0 0.005 0 0.02 0 0 0.005
"требовать" 0 0 0 0 0 0.0167616493462957 0.00888967908258512 0.00846310088016249 0.01 0.005 0.015 0 0 0.005
"тревога" 0 0 0 0 0 0 0 0.00846310088016249 0.015 0.03 0.01 0 0 0
"троя" 0 0 0 0 0 0 0 0 0.005 0 0 0.035 0.005 0.015
"узреть" 0.005 0 0.005 0 0.0107330685843083 0 0.00444483954129256 0 0.025 0.005 0.01 0 0 0
"укор" 0 0 0 0 0 0 0 0 0.01 0.025 0.02 0.005 0 0
"уточка" 0.005 0.005 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.01 0 0.025
"фата" 0 0.005 0 0.0244319569997557 0 0.0167616493462957 0.00888967908258512 0 0 0 0 0.005 0.005 0
"хаживать" 0.01 0.015 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0 0 0 0.005 0.005 0.01
"хома" 0.025 0.01 0.025 0 0 0 0 0 0 0 0 0 0 0
"хоромы" 0.005 0 0.005 0.00488639139995114 0 0 0 0 0 0.005 0 0.015 0.015 0.01
"черничка" 0 0 0 0.0439775225995602 0 0 0 0 0 0 0 0.005 0 0.01
"чист" 0 0 0 0.0146591741998534 0 0.00838082467314784 0.00444483954129256 0.016926201760325 0 0 0 0.01 0.005 0.01
"чуять" 0.005 0 0 0 0 0.00838082467314784 0.0133345186238777 0.016926201760325 0.005 0.005 0 0.005 0.005 0.005
"являть" 0 0 0 0 0 0 0 0 0.015 0.035 0.01 0 0 0
"яма" 0.01 0.005 0 0 0 0 0.00444483954129256 0 0 0 0 0.01 0.01 0.02
"ямщик" 0 0 0.005 0 0 0 0.0177793581651702 0.00846310088016249 0.005 0 0 0.015 0.005 0.005
"безродный" 0 0 0 0 0.0214661371686165 0.0167616493462957 0.0222241977064628 0.00846310088016249 0.005 0 0 0 0 0
"беспечный" 0 0 0 0 0 0.00838082467314784 0.00888967908258512 0 0.015 0.005 0.02 0 0 0
"блюдо" 0.005 0 0.01 0.00488639139995114 0 0 0.00888967908258512 0 0 0 0 0.01 0.01 0.005
"божественный" 0 0 0 0 0 0 0.00444483954129256 0 0.015 0.025 0.01 0 0 0
"болезнь" 0 0 0 0 0.0107330685843083 0.00838082467314784 0 0.00846310088016249 0 0.015 0.005 0.01 0.005 0.005
"брякнуть" 0.01 0.01 0.01 0 0 0 0 0 0.005 0 0 0.005 0.005 0.01
"вверх" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.005 0.03 0.005 0 0.005 0
"вельможа" 0 0 0 0 0 0 0 0 0.01 0.03 0.015 0 0 0
"вернуться" 0.005 0 0.01 0 0 0.0167616493462957 0.0133345186238777 0 0 0.005 0 0 0.01 0
"ветерочек" 0.005 0.01 0 0 0 0.00838082467314784 0.0133345186238777 0 0.005 0 0 0 0.01 0.005
"взвиваться" 0 0.01 0.01 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0 0 0 0 0.005 0.01
"витой" 0 0.015 0 0 0 0 0.00888967908258512 0.00846310088016249 0 0 0 0.005 0.01 0.01
"возрыдать" 0.01 0.005 0.005 0.0146591741998534 0.0107330685843083 0 0 0 0 0 0 0 0.01 0.005
"вой" 0.005 0 0 0 0 0.0167616493462957 0.00888967908258512 0.00846310088016249 0.01 0.01 0.005 0 0 0
"волновать" 0 0 0 0.00488639139995114 0.0107330685843083 0 0.0133345186238777 0.00846310088016249 0.02 0 0.005 0 0 0
"волноваться" 0 0 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0 0.016926201760325 0.015 0.005 0.005 0 0 0
"воровать" 0.005 0.01 0.005 0.00977278279990227 0 0 0 0 0 0 0 0.015 0.005 0.005
"вскармливать" 0 0 0 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0 0.02 0.01 0.01
"вывести" 0.01 0.005 0.01 0 0 0 0 0.00846310088016249 0 0.005 0 0.015 0 0.005
"выезжать" 0.005 0 0 0 0 0.00838082467314784 0 0.00846310088016249 0.005 0.01 0.005 0.01 0.01 0
"выкупать" 0 0 0.005 0.0146591741998534 0 0 0 0 0 0 0 0.02 0.015 0
"вымывать" 0 0.01 0 0.0146591741998534 0 0 0.00444483954129256 0 0 0 0 0.01 0.015 0
"голодный" 0 0 0 0 0 0 0.00444483954129256 0 0.015 0.01 0.015 0.005 0 0.005
"горестный" 0 0 0 0.00488639139995114 0.0107330685843083 0.0251424740194435 0 0.016926201760325 0.01 0.005 0.005 0 0 0
"грива" 0.005 0.01 0.005 0 0 0 0.00444483954129256 0 0.01 0 0.005 0.01 0.005 0
"гробница" 0 0 0 0 0 0 0 0 0.005 0.02 0.005 0.005 0.01 0.01
"грош" 0.005 0 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0.005 0.005 0.005 0.005 0.01 0.005
"даваться" 0.005 0.01 0.005 0.00488639139995114 0 0 0 0.00846310088016249 0.005 0 0.005 0 0.005 0.01
"двадцать" 0.005 0.005 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0 0.005 0.005 0.005 0.005 0.01
"дорожечка" 0.01 0.02 0.005 0 0 0 0 0 0 0 0 0.01 0 0.01
"дрема" 0 0.03 0.005 0 0 0 0 0 0 0 0 0.005 0.01 0.005
"душно" 0 0 0 0 0.0107330685843083 0 0.0222241977064628 0.00846310088016249 0.005 0.005 0.01 0 0 0
"дьякон" 0.005 0.015 0.005 0.00977278279990227 0 0 0 0 0 0 0.005 0.005 0 0.01
"есаул" 0.01 0.005 0.015 0 0 0 0 0 0 0 0 0.005 0.015 0.005
"жавороночка" 0 0 0 0.0244319569997557 0 0 0.0177793581651702 0 0 0 0 0 0 0.01
"жаркий" 0 0.005 0.005 0 0 0.00838082467314784 0.0133345186238777 0.00846310088016249 0.01 0.01 0 0 0 0
"женщина" 0 0 0 0 0 0 0 0 0.01 0.025 0.015 0.005 0 0
"зависть" 0.005 0.005 0 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0 0.005 0.025 0 0 0
"залог" 0 0 0 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0.005 0.02 0.005 0 0.005 0
"западать" 0.005 0.01 0.01 0 0.0107330685843083 0.00838082467314784 0.0177793581651702 0 0 0 0 0 0 0
"запрещать" 0.01 0 0 0 0.0107330685843083 0.0167616493462957 0.00888967908258512 0.00846310088016249 0.005 0.005 0 0.005 0 0
"запрягать" 0.005 0.01 0.01 0 0 0 0.00444483954129256 0.00846310088016249 0 0 0 0.005 0.01 0.005
"заряжать" 0.015 0 0.005 0.00977278279990227 0 0 0 0 0.005 0 0 0.01 0 0.01
"зашуметь" 0 0 0 0 0 0.0167616493462957 0.0133345186238777 0.016926201760325 0.005 0.005 0.005 0.005 0 0
"здорово" 0.005 0.01 0.005 0.00977278279990227 0 0 0 0 0 0 0 0.01 0.005 0.01
"зелененький" 0.005 0 0 0.00977278279990227 0.0107330685843083 0 0 0 0 0 0 0.015 0.015 0.005
"зной" 0 0 0 0 0 0.0167616493462957 0 0 0.025 0.015 0.005 0 0 0
"зятюшка" 0 0.01 0.005 0 0 0 0 0 0 0 0 0.01 0.01 0.02
"изголовье" 0.005 0.015 0.01 0.00488639139995114 0 0.00838082467314784 0 0.00846310088016249 0 0 0 0.01 0 0
"калинка" 0.005 0.015 0.01 0.0146591741998534 0 0 0.00444483954129256 0 0 0 0 0.005 0 0
"камзол" 0.005 0.005 0.01 0.0195455655998045 0 0 0 0 0 0 0 0.005 0.01 0
"капля" 0 0.005 0.005 0 0 0.00838082467314784 0.0133345186238777 0 0 0.01 0.01 0.005 0 0
"карпович" 0 0 0 0.0537503053994625 0 0 0 0 0 0 0 0 0 0
"келья" 0 0.005 0.005 0.00488639139995114 0 0 0 0.00846310088016249 0 0.005 0.01 0 0.005 0.015
"кинжал" 0 0 0 0 0 0 0.0177793581651702 0 0.01 0.025 0 0 0 0
"козак" 0.01 0.01 0.01 0.00977278279990227 0 0 0 0 0 0 0.005 0.005 0.005 0
"компания" 0.01 0.005 0.01 0.0195455655998045 0 0 0 0 0 0.005 0 0.005 0 0
"корень" 0.005 0.01 0.005 0.00488639139995114 0 0 0 0.016926201760325 0 0.01 0.005 0.005 0 0
"крайний" 0.01 0.01 0.01 0 0 0 0 0 0 0.005 0 0.005 0.005 0.01
"крестьянский" 0.005 0.005 0 0.0146591741998534 0 0.0167616493462957 0 0 0 0 0 0.005 0.01 0.005
"кровля" 0 0 0 0 0 0 0.0177793581651702 0 0.005 0.02 0.01 0 0 0
"кудреватый" 0.005 0 0.005 0.00977278279990227 0 0 0 0 0 0 0 0 0.005 0.03
"кумир" 0 0 0 0 0 0 0 0 0.02 0.015 0.02 0 0 0
"курить" 0.005 0 0.005 0.00488639139995114 0 0 0 0 0.005 0 0.01 0.005 0.01 0.01
"лев" 0 0 0 0 0 0 0 0 0.025 0.02 0.01 0 0 0
"лицемерить" 0.005 0.005 0.01 0.00977278279990227 0 0 0.00444483954129256 0 0 0.005 0.005 0 0.005 0.005
"лоб" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0 0.005 0.01 0.01 0.01 0.005
"лучина" 0.01 0.01 0.01 0.00488639139995114 0 0 0 0.00846310088016249 0 0 0 0.005 0 0.01
"любовия" 0 0 0 0.00488639139995114 0.0107330685843083 0.0167616493462957 0.00888967908258512 0.016926201760325 0.005 0.005 0 0 0 0.005
"любовник" 0 0.005 0 0.00488639139995114 0 0.00838082467314784 0 0 0.015 0.02 0.005 0 0 0
"марфа" 0.01 0.015 0.02 0 0 0 0 0 0 0 0 0 0.005 0.005
"марья" 0.005 0.01 0.01 0 0 0 0 0 0 0.005 0 0.015 0.005 0.005
"матушкин" 0.015 0.015 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0.005
"медовый" 0.01 0.005 0.005 0 0 0 0 0 0 0 0 0.015 0.01 0.01
"меньший" 0 0.01 0.01 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0 0.005 0 0.015
"метать" 0 0.005 0.005 0 0.0107330685843083 0 0 0 0.01 0.005 0.01 0.005 0.01 0
"минувший" 0 0 0 0 0 0 0 0 0.02 0.025 0.01 0 0 0
"младенец" 0 0 0 0 0 0.00838082467314784 0 0 0.01 0.03 0.01 0 0 0
"многий" 0 0 0 0.00977278279990227 0 0 0 0 0.03 0.005 0.005 0.005 0 0
"молчание" 0 0 0 0 0 0 0 0 0.015 0.01 0.03 0 0 0
"надменный" 0 0 0 0 0 0.00838082467314784 0 0 0 0.025 0.025 0 0 0
"наезжать" 0.015 0.015 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.01 0 0
"накрывать" 0.01 0.005 0.01 0 0 0.00838082467314784 0.00444483954129256 0 0.005 0.005 0 0 0 0.01
"наскучивать" 0 0 0 0 0.0214661371686165 0.00838082467314784 0.0177793581651702 0 0 0.005 0.015 0 0 0
"невеселый" 0.01 0 0 0.0195455655998045 0.0107330685843083 0 0.00444483954129256 0 0 0 0 0.01 0 0.005
"негодяй" 0.005 0 0 0.0195455655998045 0 0 0 0 0 0 0 0 0.005 0.025
"немилый" 0 0 0 0.00977278279990227 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0 0.005 0.005 0.01 0.005 0.005
"ненастье" 0.005 0 0 0 0 0.0251424740194435 0.0133345186238777 0 0.01 0 0.01 0 0 0
"нижний" 0.01 0 0 0.0244319569997557 0 0 0.00888967908258512 0 0 0 0 0.01 0 0
"нужный" 0 0 0 0 0 0 0 0.016926201760325 0.015 0.015 0.005 0.005 0.005 0
"обещать" 0 0 0.005 0 0 0.0167616493462957 0.00888967908258512 0.016926201760325 0.01 0.005 0.005 0 0 0
"обещаться" 0.005 0.005 0.005 0.00977278279990227 0.0214661371686165 0 0 0.00846310088016249 0.005 0 0 0 0 0.01
"обоз" 0.01 0.01 0.01 0 0 0 0.00444483954129256 0 0 0 0 0.005 0.005 0.01
"обручаться" 0.005 0.01 0 0 0 0.0335232986925914 0.00444483954129256 0.00846310088016249 0 0 0 0.005 0 0.005
"общий" 0 0 0 0 0 0 0 0 0.025 0.005 0.025 0 0 0
"объять" 0 0 0 0 0 0 0 0 0.02 0.03 0.005 0 0 0
"овца" 0.01 0.005 0 0 0.0107330685843083 0 0 0 0.025 0 0.01 0 0 0
"оживать" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0 0.005 0.015 0.02 0.005 0 0
"ожидать" 0 0 0 0.0146591741998534 0 0 0.00444483954129256 0.00846310088016249 0.01 0.01 0 0.005 0 0.005
"отыскивать" 0 0 0 0.00977278279990227 0.0107330685843083 0 0.0177793581651702 0 0 0.015 0.005 0 0 0
"параня" 0 0 0 0.0488639139995114 0 0 0 0 0 0 0 0.005 0 0
"пестрый" 0 0 0 0 0 0 0.00888967908258512 0.016926201760325 0.01 0.015 0.01 0 0 0
"питерский" 0.01 0.015 0.01 0 0 0 0 0 0 0 0 0 0.015 0.005
"побеждать" 0 0 0 0 0 0 0 0 0.02 0 0.035 0 0 0
"повести" 0.03 0.025 0 0 0 0 0 0 0 0 0 0 0 0
"подворье" 0.005 0.005 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.015 0.005
"подобный" 0 0 0 0 0.0107330685843083 0 0 0 0.015 0.025 0.005 0 0 0.005
"подуть" 0 0 0.005 0 0 0 0.0222241977064628 0 0 0 0 0.02 0.005 0
"поздний" 0 0 0.005 0 0.0107330685843083 0 0.00888967908258512 0 0.025 0.005 0.005 0 0 0
"покатиться" 0 0.01 0.01 0 0 0 0.00444483954129256 0 0 0.01 0 0.005 0.015 0
"полотно" 0.015 0.01 0 0.00977278279990227 0 0 0 0 0.005 0 0 0 0.005 0.01
"помиловать" 0.005 0.02 0.005 0 0 0 0.00444483954129256 0 0.005 0 0 0.005 0.005 0.005
"попить" 0.005 0.015 0.005 0 0 0 0 0 0 0 0 0.02 0 0.01
"поплясать" 0.01 0 0.005 0.0195455655998045 0 0 0 0 0 0.005 0 0.01 0 0.005
"постынуть" 0.005 0 0.005 0 0.042932274337233 0.00838082467314784 0.00888967908258512 0.00846310088016249 0.005 0 0 0 0 0
"поутру" 0.005 0.01 0 0.00488639139995114 0.0107330685843083 0 0.00888967908258512 0 0.015 0 0.005 0 0 0
"призрак" 0 0 0 0 0 0 0.00444483954129256 0 0.015 0.015 0.02 0 0 0
"примета" 0.01 0 0 0.00977278279990227 0 0.00838082467314784 0.00444483954129256 0 0 0.005 0.005 0.005 0.01 0
"принуждать" 0 0 0 0.00977278279990227 0.0107330685843083 0.0251424740194435 0 0.00846310088016249 0 0.005 0.01 0 0 0.005
"приставать" 0.01 0 0.005 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0 0 0.01 0.005 0.005 0 0.005
"приуныть" 0.01 0 0.005 0.00488639139995114 0 0 0 0 0 0 0.005 0.01 0 0.02
"провидение" 0 0 0 0 0 0 0 0 0.025 0.015 0.015 0 0 0
"промежду" 0.015 0.01 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.01 0
"простереть" 0 0 0 0.00977278279990227 0 0 0 0 0.02 0 0.025 0 0 0
"прочитывать" 0 0 0.005 0 0 0 0.00888967908258512 0 0.015 0 0.015 0.005 0 0.005
"пущать" 0 0 0 0.00488639139995114 0 0 0.0177793581651702 0 0 0 0 0.015 0.005 0.01
"пылкий" 0 0 0 0 0 0.00838082467314784 0.0177793581651702 0.016926201760325 0.005 0.01 0.005 0 0 0
"разве" 0.01 0.015 0.01 0 0 0 0 0.00846310088016249 0.005 0.005 0.005 0 0 0
"разгонять" 0 0.01 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0 0.016926201760325 0.01 0.005 0 0 0 0
"разувать" 0.015 0 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.01 0 0.015
"распроклятый" 0.005 0.005 0.025 0 0 0 0 0 0 0 0 0.005 0.005 0.01
"рассердиться" 0.015 0 0.015 0 0 0 0.00444483954129256 0.0253893026404875 0 0 0 0.005 0 0
"расстилать" 0.01 0.005 0.01 0.0146591741998534 0 0 0.00444483954129256 0 0.005 0 0 0.005 0 0
"растворять" 0.005 0.01 0 0 0 0 0.00888967908258512 0 0 0.005 0.005 0 0.015 0.005
"рубашечка" 0 0.005 0.005 0.0146591741998534 0 0 0 0 0 0 0 0.005 0.02 0.005
"рус" 0 0 0 0.00977278279990227 0 0.0167616493462957 0 0 0 0 0 0.01 0.025 0
"рядом" 0.005 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0 0.01 0.015 0.005 0.005 0.005
"сапожок" 0 0.005 0.005 0.0195455655998045 0 0 0.00444483954129256 0 0 0 0.005 0.005 0.005 0.005
"свирепый" 0 0 0 0 0 0 0 0 0.015 0.01 0.01 0.005 0.015 0
"север" 0 0 0 0 0 0.0251424740194435 0.00444483954129256 0 0.005 0.01 0.02 0 0 0
"сельский" 0 0 0 0.0146591741998534 0 0.0167616493462957 0 0.00846310088016249 0.01 0.015 0 0 0 0
"сень" 0 0 0 0 0 0 0 0.00846310088016249 0.01 0.015 0.025 0 0 0
"сидор" 0 0 0 0.0537503053994625 0 0 0 0 0 0 0 0 0 0
"сиротинка" 0 0.015 0.005 0 0 0 0.0133345186238777 0.016926201760325 0 0 0 0 0.005 0.005
"сиротка" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.0177793581651702 0.00846310088016249 0 0.005 0.01 0 0.005 0
"склоняться" 0 0 0 0.00488639139995114 0 0.00838082467314784 0.00888967908258512 0 0.015 0.015 0.005 0 0 0
"слетать" 0 0.005 0.01 0 0 0 0.00444483954129256 0 0 0.015 0.015 0 0.005 0
"слободка" 0 0.01 0.015 0.0195455655998045 0 0.00838082467314784 0 0 0 0 0 0 0 0.005
"смущать" 0.005 0.005 0 0.00977278279990227 0 0 0 0.00846310088016249 0.005 0.02 0.005 0 0 0
"смущаться" 0 0 0 0 0 0 0 0.00846310088016249 0.025 0.005 0.02 0 0 0
"созывать" 0 0.005 0.005 0.00488639139995114 0 0.0167616493462957 0 0 0.005 0.005 0.005 0.01 0.005 0
"соловеюшка" 0.005 0 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.015 0.015
"соловушка" 0 0 0.015 0.00977278279990227 0.0107330685843083 0 0.0133345186238777 0 0 0 0 0 0.005 0.005
"соловьюшко" 0.005 0.01 0.01 0 0 0 0.00888967908258512 0 0 0 0 0.005 0.015 0
"спокойно" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0 0.01 0.025 0.01 0 0 0
"старинный" 0 0 0 0 0 0 0 0 0 0.02 0.03 0.005 0 0
"столик" 0.005 0.01 0.015 0 0 0 0 0 0 0 0 0.005 0.005 0.015
"стремиться" 0 0 0 0 0 0 0.00444483954129256 0 0.025 0.015 0.01 0 0 0
"сынок" 0.01 0.01 0.005 0.00488639139995114 0 0.00838082467314784 0 0 0.005 0.005 0.005 0 0.005 0
"танцевать" 0.005 0 0.01 0.0195455655998045 0 0 0 0 0.005 0.005 0 0 0 0.01
"танюшка" 0 0.01 0.015 0 0 0 0.0177793581651702 0 0 0 0 0.005 0 0.005
"тафта" 0.01 0.005 0 0.0293183483997068 0 0 0.00444483954129256 0 0 0 0 0 0 0.005
"твердый" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0.00846310088016249 0.015 0.015 0.01 0 0 0
"темно" 0 0.005 0 0.00488639139995114 0 0 0.0133345186238777 0.016926201760325 0.005 0.01 0 0 0.005 0
"ток" 0.005 0 0.005 0 0 0 0.00444483954129256 0 0.015 0.015 0.01 0 0 0
"толстый" 0.005 0.005 0.01 0 0 0 0 0 0 0.005 0 0.005 0.015 0.01
"топтать" 0.005 0.015 0.005 0 0 0 0 0 0.005 0 0 0.015 0.005 0.005
"тройка" 0 0 0.01 0 0 0.00838082467314784 0.00444483954129256 0 0 0.01 0 0.005 0.005 0.015
"увлекать" 0 0 0 0 0 0.0167616493462957 0 0.00846310088016249 0.01 0.015 0.015 0 0 0
"угасать" 0 0 0 0 0 0.0167616493462957 0 0 0.025 0.005 0.015 0 0 0
"удалец" 0.005 0.005 0.005 0 0 0 0 0 0.01 0 0.005 0.025 0 0
"удаль" 0 0 0.005 0 0 0 0 0.0761679079214624 0 0.005 0 0 0 0
"ужели" 0 0 0 0 0.0214661371686165 0 0 0 0.025 0.01 0.01 0 0 0
"ужель" 0 0 0 0 0 0.00838082467314784 0 0.016926201760325 0.005 0.01 0.02 0 0.005 0
"указывать" 0.005 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0.005 0.01 0.01 0.005 0 0.01
"утираться" 0.02 0 0 0 0 0 0 0 0 0.005 0 0.015 0 0.015
"утушка" 0.005 0.005 0 0.00488639139995114 0 0 0 0 0 0 0 0.015 0.02 0.005
"учиться" 0 0 0 0 0 0 0.00444483954129256 0 0.01 0.005 0.025 0.01 0 0
"хитрый" 0.005 0.005 0 0 0.0107330685843083 0 0.00444483954129256 0.00846310088016249 0 0.005 0.015 0.005 0.005 0
"хозяюшка" 0 0.01 0.005 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0 0.01 0.005 0.01
"чертог" 0 0 0 0 0 0 0 0 0.015 0.03 0.01 0 0 0
"чудесный" 0 0 0 0 0 0 0 0.00846310088016249 0.04 0.005 0.005 0 0 0
"шаг" 0 0 0 0.00488639139995114 0 0.0167616493462957 0.0133345186238777 0 0.005 0.01 0.01 0 0 0
"шеюшка" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0.005 0.01 0.01
"бег" 0 0 0.005 0 0.0107330685843083 0 0.00888967908258512 0 0.005 0.005 0.02 0 0 0
"бессильный" 0 0 0 0 0 0 0.00444483954129256 0 0.015 0.005 0.025 0 0 0
"благой" 0 0 0 0 0 0 0 0 0.015 0.015 0.02 0 0 0
"ближний" 0.005 0.01 0.005 0 0 0.00838082467314784 0 0 0.005 0 0.005 0.01 0.005 0
"божество" 0 0 0 0 0 0 0 0 0.005 0.015 0.03 0 0 0
"более" 0 0 0 0 0.0214661371686165 0.0167616493462957 0 0 0 0.015 0.015 0 0 0
"браный" 0 0.01 0 0.0146591741998534 0 0.00838082467314784 0 0 0 0 0 0.005 0.015 0
"булат" 0 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0.01 0.01 0.02 0 0 0
"васильевич" 0 0.005 0.005 0 0 0 0 0 0 0 0.005 0 0.02 0.015
"верность" 0 0 0 0 0.0214661371686165 0 0.00888967908258512 0 0.01 0.01 0.01 0 0 0
"вершина" 0.005 0.005 0 0 0 0 0.00444483954129256 0 0.01 0.02 0.005 0 0 0
"весьма" 0 0 0 0.0146591741998534 0 0 0 0 0.005 0.005 0.005 0 0.005 0.015
"видение" 0 0 0 0 0 0 0 0 0.025 0.005 0.02 0 0 0
"вместо" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.01 0.005 0.015 0 0 0
"вниз" 0.005 0 0 0.00977278279990227 0 0 0.00444483954129256 0 0 0.005 0 0.01 0.01 0.005
"воевать" 0.015 0.005 0.005 0.00977278279990227 0 0 0 0 0 0.005 0 0.005 0.005 0
"восемь" 0.005 0.005 0.01 0 0 0 0 0 0 0.015 0.005 0 0.005 0.005
"восставать" 0 0 0.005 0 0 0.00838082467314784 0 0 0.01 0.005 0.005 0.005 0.01 0.005
"вотще" 0 0 0 0 0 0 0 0 0.015 0.01 0.025 0 0 0
"вплетать" 0.01 0.005 0 0 0 0 0.0133345186238777 0.00846310088016249 0 0 0 0.005 0.01 0
"выплывать" 0.01 0.015 0 0.00488639139995114 0 0.0167616493462957 0 0 0 0 0.005 0 0.005 0
"гаснуть" 0 0 0 0.00977278279990227 0.0107330685843083 0.0167616493462957 0.00444483954129256 0 0.005 0.005 0.01 0 0 0
"глупец" 0 0 0 0 0 0 0.00888967908258512 0 0.025 0 0.01 0.005 0 0
"гнаться" 0 0 0 0 0.0321992057529248 0 0.00888967908258512 0 0.005 0.005 0 0.015 0 0
"гордость" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.015 0.015 0.005 0 0 0.005
"городок" 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01 0.02 0
"губернатор" 0.015 0.015 0.02 0 0 0 0 0 0 0 0 0 0 0
"гудеть" 0.005 0 0.005 0.00977278279990227 0 0.0251424740194435 0.00888967908258512 0.00846310088016249 0 0 0 0 0 0
"гудок" 0.01 0.005 0.005 0.0146591741998534 0 0 0.00444483954129256 0 0 0 0 0.01 0 0
"гусар" 0.01 0.01 0 0 0 0 0 0 0.01 0.005 0.005 0.005 0 0.005
"двое" 0 0.005 0.015 0 0 0 0 0 0 0 0.01 0.005 0.01 0.005
"денек" 0.01 0.005 0.005 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0 0 0 0.005 0.005 0 0.005
"десять" 0.015 0.005 0 0 0 0 0.00444483954129256 0 0 0.005 0.01 0.01 0 0
"дожидать" 0.01 0 0.01 0.0195455655998045 0 0.00838082467314784 0 0 0 0 0 0.005 0 0
"жажда" 0 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0 0.005 0.035 0 0 0
"жалоба" 0.005 0.005 0.01 0 0 0.00838082467314784 0.00444483954129256 0 0 0.01 0.005 0 0.005 0
"жалость" 0 0 0 0 0.0107330685843083 0 0.00888967908258512 0.016926201760325 0.005 0.01 0.01 0 0 0
"жарко" 0.005 0.005 0 0.00488639139995114 0 0 0.0133345186238777 0.016926201760325 0.01 0 0 0 0 0
"живо" 0 0 0 0 0 0 0.00888967908258512 0.016926201760325 0.015 0.015 0 0 0 0
"забавлять" 0.01 0.01 0.01 0.00488639139995114 0 0 0.00444483954129256 0 0 0 0 0 0.005 0.005
"завязнуть" 0.015 0 0 0 0 0 0 0 0 0 0 0.015 0.01 0.01
"заглушать" 0.01 0.005 0.005 0 0.0107330685843083 0.00838082467314784 0 0.016926201760325 0 0.005 0.005 0 0 0
"загуливать" 0.005 0 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.01 0.015
"задавливать" 0.005 0 0.005 0 0 0 0 0 0.005 0.005 0.005 0 0.01 0.015
"заменять" 0 0 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0.00444483954129256 0 0 0.005 0.005 0.005 0.005 0.005
"занывать" 0.005 0.01 0.005 0.00977278279990227 0.0214661371686165 0 0 0 0 0 0 0.005 0.005 0
"здешний" 0.005 0.005 0.005 0.00488639139995114 0 0.00838082467314784 0 0 0.005 0.005 0.005 0 0 0.01
"зелье" 0.005 0 0.005 0 0 0 0.00444483954129256 0.016926201760325 0.005 0 0 0.01 0 0.01
"злобный" 0 0 0 0 0 0 0 0.016926201760325 0.015 0.01 0.015 0 0 0
