"KIREEVSKY_1" "KIREEVSKY_2" "KIREEVSKY_3" "PESENNIKI" "RP_1810" "RP_1820" "RP_1830" "RP_1840" "ruscorpora_1" "ruscorpora_2" "ruscorpora_3" "SOBOLEVSKY_1" "SOBOLEVSKY_2" "SOBOLEVSKY_3"
"мудреный" 0.005 0 0 0 0 0 0.00888967908258512 0.016926201760325 0 0 0 0.005 0 0
"музыка" 0 0 0 0 0 0.0251424740194435 0 0 0.005 0 0.005 0.005 0 0
"муравай" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.01 0.005
"муравчатый" 0 0 0 0 0 0.0419041233657392 0 0.00846310088016249 0 0 0 0 0 0
"нагуляться" 0.01 0.005 0.01 0 0 0 0 0 0 0 0 0.005 0 0
"надежный" 0 0 0 0 0 0 0.00888967908258512 0 0 0.015 0.005 0 0 0
"надпись" 0 0 0 0 0 0 0.0133345186238777 0 0 0.005 0.01 0 0 0
"называться" 0 0 0 0 0 0 0 0 0.005 0 0.01 0 0 0.015
"найм" 0.005 0.005 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"наклоняться" 0 0.005 0 0 0 0 0.00444483954129256 0.00846310088016249 0 0.01 0.005 0 0 0
"нападывать" 0.005 0.015 0.005 0.00488639139995114 0 0 0 0 0 0 0 0 0 0
"нарекать" 0.005 0.005 0.005 0 0 0 0 0 0 0.005 0.005 0 0 0.005
"наряжаться" 0 0 0 0.00488639139995114 0.0214661371686165 0 0 0 0 0 0 0.005 0.01 0
"настя" 0.015 0 0.005 0 0 0 0 0 0 0 0 0.005 0 0.005
"небывалый" 0 0 0 0 0 0 0.0133345186238777 0 0 0.005 0 0 0 0.01
"невеличка" 0.005 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.01 0 0.01
"невидимый" 0 0 0 0 0 0 0 0 0.005 0.01 0.015 0 0 0
"недалеко" 0 0 0 0.00488639139995114 0 0 0.0133345186238777 0.00846310088016249 0 0.005 0 0 0 0
"недвижный" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"недостойный" 0 0 0 0.0195455655998045 0 0 0 0 0 0 0.005 0 0.005 0
"незабудка" 0 0 0 0 0.0107330685843083 0.0167616493462957 0.0133345186238777 0 0 0 0 0 0 0
"ненавистный" 0 0 0 0 0 0 0.00444483954129256 0.016926201760325 0.01 0.005 0 0 0 0
"нередко" 0 0 0 0 0 0 0 0 0.015 0.005 0.01 0 0 0
"неумолимый" 0 0 0 0 0 0 0 0 0.025 0.005 0 0 0 0
"неясный" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"нина" 0 0 0 0 0 0 0 0 0.015 0.005 0.01 0 0 0
"нить" 0 0 0 0.00488639139995114 0.0107330685843083 0 0 0 0.005 0.01 0.005 0 0 0
"ничего" 0.01 0 0 0 0.0107330685843083 0 0.00444483954129256 0 0 0.005 0.005 0 0 0
"носити" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.015 0.005
"ноша" 0 0 0 0 0 0 0 0.0253893026404875 0 0.005 0.01 0 0 0
"нянюшка" 0 0.005 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0.005
"облегчать" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.005 0.005 0.005 0 0 0
"облетать" 0 0 0 0 0 0.00838082467314784 0.0133345186238777 0.00846310088016249 0 0 0.005 0 0 0
"обширный" 0 0 0 0 0 0 0 0 0.015 0.015 0 0 0 0
"ода" 0 0 0 0 0 0 0 0 0.015 0 0.015 0 0 0
"одиноко" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.015 0 0 0 0 0
"омывать" 0 0 0 0 0.0107330685843083 0 0 0.016926201760325 0.015 0 0 0 0 0
"описывать" 0 0 0 0.00977278279990227 0 0 0 0 0.01 0.005 0.005 0 0 0
"орать" 0.01 0.005 0 0 0 0 0 0 0 0 0 0.005 0.005 0.005
"осенять" 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0
"осинничек" 0.005 0.005 0.01 0 0 0 0 0 0 0 0 0 0.005 0.005
"останавливаться" 0.005 0.005 0.005 0 0 0 0 0 0.005 0.005 0.005 0 0 0
"осыпать" 0 0 0 0 0 0.00838082467314784 0.00888967908258512 0 0 0 0.01 0.005 0 0
"отбывать" 0 0.005 0 0 0.0107330685843083 0 0.00444483954129256 0 0 0 0.005 0 0.01 0
"отвозить" 0.005 0.01 0 0 0.0107330685843083 0 0 0 0 0 0 0.005 0.005 0
"отдаваться" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0.016926201760325 0 0.01 0 0 0 0
"отдать" 0 0.015 0.015 0 0 0 0 0 0 0 0 0 0 0
"отецкий" 0 0 0 0.0146591741998534 0 0 0 0 0 0.005 0 0.005 0 0.005
"отзыв" 0 0 0 0 0 0 0 0.00846310088016249 0.01 0 0.015 0 0 0
"отказываться" 0 0.015 0.005 0 0 0 0 0.00846310088016249 0 0 0.005 0 0 0
"отрава" 0 0 0 0 0 0.00838082467314784 0 0 0.01 0.005 0.01 0 0 0
"отрывать" 0 0 0 0 0 0.00838082467314784 0.0133345186238777 0 0 0.005 0.005 0 0 0
"оттуда" 0 0 0 0.00977278279990227 0 0 0 0 0.005 0.005 0 0 0 0.01
"отцовский" 0 0 0 0 0 0 0.0222241977064628 0 0.005 0 0 0 0 0
"отчаяние" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.005 0.015 0 0 0
"охотник" 0.005 0 0.005 0.00488639139995114 0.0107330685843083 0 0 0 0 0 0 0.005 0.005 0
"павлиный" 0 0.005 0 0 0 0.00838082467314784 0.00444483954129256 0 0 0 0 0.005 0 0.01
"панья" 0.015 0.005 0 0 0 0 0 0 0 0 0 0.01 0 0
"паранюшка" 0.005 0 0 0.0244319569997557 0 0 0 0 0 0 0 0 0 0
"пастушка" 0.005 0 0 0 0 0 0 0 0.015 0 0 0.005 0 0.005
"певать" 0 0.005 0.005 0 0.0214661371686165 0.00838082467314784 0.00444483954129256 0 0 0 0 0 0 0
"пеня" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0 0.005 0 0.01 0 0 0.005
"перва" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.005 0.015
"перебаять" 0.01 0 0.005 0 0 0 0 0 0 0 0 0.005 0 0.01
"перевоз" 0 0.005 0.01 0 0 0 0 0 0 0 0 0.01 0 0.005
"перевозчик" 0.005 0.01 0.015 0 0 0 0 0 0 0 0 0 0 0
"перепелочка" 0 0 0 0.0146591741998534 0 0 0 0.00846310088016249 0 0 0 0.005 0 0.005
"персидский" 0 0.005 0 0 0 0.0167616493462957 0 0 0 0 0 0.005 0.005 0.005
"петрович" 0 0.005 0 0 0 0 0 0 0.005 0 0 0.005 0.01 0.005
"пловец" 0.005 0 0 0 0 0 0 0 0 0.015 0.01 0 0 0
"плот" 0.005 0 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0.005
"плохо" 0 0.01 0 0 0 0.00838082467314784 0 0 0 0 0.005 0.005 0 0.005
"плющ" 0 0 0 0 0 0 0.00888967908258512 0 0.015 0.005 0 0 0 0
"плясати" 0 0 0 0.0244319569997557 0 0 0 0 0 0 0 0.005 0 0
"побросать" 0.005 0 0.015 0.00488639139995114 0 0 0 0 0 0 0 0 0.005 0
"повезти" 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0.01 0.005 0
"повязка" 0 0.01 0.01 0 0.0107330685843083 0.00838082467314784 0 0 0 0 0 0 0 0
"погадать" 0.005 0.005 0.005 0.00977278279990227 0 0 0 0 0 0 0 0 0 0.005
"поглядывать" 0 0 0.005 0 0 0 0 0 0 0 0 0 0.005 0.02
"погоня" 0 0.005 0.005 0.00977278279990227 0 0 0 0 0 0 0.01 0 0 0
"погоревать" 0.01 0.005 0 0 0.0214661371686165 0.00838082467314784 0 0 0 0 0 0 0 0
"погребать" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0.015 0 0 0 0
"погружаться" 0 0 0 0 0.0107330685843083 0 0 0 0.015 0 0.01 0 0 0
"подале" 0 0 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.01 0 0.005
"подареньице" 0 0 0.005 0.00488639139995114 0 0.0251424740194435 0.00444483954129256 0 0 0 0 0 0 0
"подводить" 0 0.005 0 0 0 0 0 0 0 0 0 0.005 0.01 0.01
"подземный" 0 0 0 0 0 0 0 0 0 0.015 0.015 0 0 0
"подкашивать" 0.005 0 0 0 0 0 0.00888967908258512 0.00846310088016249 0 0.005 0 0 0 0.005
"подламываться" 0 0.01 0.005 0 0 0 0.00444483954129256 0 0 0 0 0 0 0.01
"подмывать" 0.005 0 0.01 0 0 0 0.00444483954129256 0 0.005 0 0.005 0 0 0
"подождать" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.005 0 0 0.01 0.005
"подраться" 0.005 0 0.005 0.00488639139995114 0 0 0 0 0 0.005 0.005 0 0 0.005
"подстреливать" 0.005 0.005 0 0 0 0 0 0.016926201760325 0 0 0 0.005 0 0.005
"пожар" 0 0 0 0.00977278279990227 0 0 0 0 0.005 0 0.005 0 0.01 0
"пожелтеть" 0 0 0 0 0.0107330685843083 0.0251424740194435 0.00444483954129256 0.00846310088016249 0 0 0 0 0 0
"покупать" 0.005 0 0.005 0.00977278279990227 0.0107330685843083 0 0 0 0 0 0 0 0 0.005
"полати" 0 0 0.005 0 0 0 0 0 0 0.005 0 0.005 0.005 0.01
"полетывать" 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0.005 0.005
"ползти" 0 0 0 0 0 0 0 0 0 0 0 0.015 0.01 0.005
"полонить" 0.005 0.005 0 0 0.0107330685843083 0.00838082467314784 0 0 0 0 0 0.005 0 0.005
"полтинка" 0 0 0 0 0 0 0 0 0 0 0 0.015 0.01 0.005
"полтораста" 0 0.015 0.01 0 0 0 0 0 0 0 0 0 0.005 0
"полуночный" 0.005 0.005 0 0 0 0 0.00444483954129256 0 0.005 0.005 0 0 0 0.005
"полуштоф" 0.015 0.005 0.005 0 0 0 0 0 0 0 0 0 0 0.005
"полюбовник" 0 0 0 0.0146591741998534 0 0 0 0 0 0 0 0.01 0 0.005
"полюбовничек" 0 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.02 0.005 0
"поляк" 0 0 0.005 0.00977278279990227 0 0 0 0 0 0 0 0 0.005 0.01
"понапрасну" 0 0.005 0 0 0.0107330685843083 0.00838082467314784 0.00888967908258512 0 0 0.005 0 0 0 0
"поневоле" 0 0 0 0 0 0 0.00888967908258512 0 0.015 0 0.005 0 0 0
"поносить" 0 0 0.005 0.00488639139995114 0 0 0 0 0.005 0 0.005 0 0.005 0.005
"понравиться" 0 0.005 0 0 0.0214661371686165 0.00838082467314784 0 0 0.005 0 0 0.005 0 0
"попадаться" 0.005 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.005 0.005 0.005 0 0 0
"порох" 0 0 0.005 0.00977278279990227 0 0 0 0 0 0 0 0.01 0.005 0
"порыв" 0 0 0 0 0 0 0 0 0.01 0.015 0.005 0 0 0
"посередь" 0 0.01 0.015 0 0 0 0 0 0 0 0 0 0.005 0
"послание" 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0 0
"посматривать" 0 0 0 0 0 0 0.00444483954129256 0 0 0 0 0 0.015 0.01
"посметь" 0 0.005 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0 0 0.01 0 0 0
"поспешить" 0 0 0 0.00488639139995114 0 0.00838082467314784 0 0.00846310088016249 0 0.005 0.01 0 0 0
"постоянно" 0 0 0 0 0 0.00838082467314784 0 0 0 0.005 0.005 0.005 0.005 0.005
"постыдиться" 0.005 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0 0.005 0.005
"посулить" 0.005 0 0.005 0 0 0 0 0 0 0 0 0.01 0.005 0.005
"посылочка" 0 0 0.005 0.00488639139995114 0 0 0 0.03385240352065 0 0 0 0 0 0
"потомство" 0 0 0 0 0 0 0 0 0.015 0.005 0.01 0 0 0
"превозмогать" 0 0 0 0 0 0 0 0.00846310088016249 0.015 0 0.01 0 0 0
"предавать" 0 0 0 0 0.0107330685843083 0 0 0 0.01 0.01 0 0.005 0 0
"предание" 0 0 0 0 0 0 0 0 0.01 0.015 0.005 0 0 0
"преклонять" 0 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0 0.02 0 0 0 0
"приготавливать" 0.01 0 0.005 0 0 0 0 0 0.005 0.005 0.005 0 0 0
"приемлить" 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0 0
"призыв" 0 0 0 0 0 0 0.00444483954129256 0.00846310088016249 0 0.015 0.005 0 0 0
"приказчичек" 0.015 0.01 0.005 0 0 0 0 0 0 0 0 0 0 0
"прикладывать" 0 0.005 0.005 0 0 0 0.00444483954129256 0 0 0 0 0.005 0.005 0.005
"приклоняться" 0 0.005 0.005 0 0.0107330685843083 0.00838082467314784 0 0 0 0 0 0 0.01 0
"прилуки" 0.01 0 0.005 0 0 0 0.00444483954129256 0 0 0 0 0.005 0 0.005
"припев" 0.005 0.01 0.005 0.00488639139995114 0 0 0 0 0 0.005 0 0 0 0
"приподымать" 0.005 0 0 0 0 0 0 0 0 0.015 0 0 0.01 0
"пристань" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.015 0.005 0 0 0
"приступаться" 0.01 0.005 0.01 0 0 0 0 0 0 0 0 0 0.005 0
"притекать" 0 0 0 0.00488639139995114 0 0.00838082467314784 0 0 0 0.005 0.015 0 0 0
"приуснуть" 0.005 0.005 0.01 0 0 0 0 0 0 0 0 0.005 0 0.005
"приучать" 0 0 0 0 0.0214661371686165 0.00838082467314784 0.00444483954129256 0 0.005 0 0.005 0 0 0
"приять" 0 0 0 0 0 0 0 0 0.005 0.01 0.015 0 0 0
"пробежать" 0 0.005 0 0 0.0107330685843083 0 0.00444483954129256 0 0.01 0 0.005 0 0 0
"прогнать" 0 0 0 0 0 0.0167616493462957 0 0.00846310088016249 0.005 0 0.005 0 0.005 0
"продержать" 0 0 0.005 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0 0.005 0 0.005
"продолжать" 0 0 0 0 0 0 0 0 0.005 0.01 0.015 0 0 0
"произносить" 0 0 0 0 0 0.00838082467314784 0 0 0 0.015 0.01 0 0 0
"прокатиться" 0.005 0.005 0.005 0 0 0 0.00444483954129256 0.00846310088016249 0 0 0.005 0 0 0
"прокладывать" 0.005 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0.005
"пронзать" 0 0 0 0.00977278279990227 0 0 0.00444483954129256 0 0 0.01 0.005 0 0 0
"прославлять" 0 0 0 0 0 0 0 0 0.015 0.01 0.005 0 0 0
"просо" 0 0.005 0 0.0146591741998534 0 0 0 0 0 0 0 0.005 0 0.005
"простилася" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0 0 0 0.005 0.01 0
"прострелить" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0 0 0 0 0.015 0
"прохожий" 0.005 0.005 0 0.00488639139995114 0 0 0.00444483954129256 0 0 0.005 0 0.005 0 0
"прочить" 0.01 0.01 0 0.00488639139995114 0 0 0 0 0 0 0.005 0 0 0
"пустота" 0 0 0 0 0 0 0.00444483954129256 0 0.005 0.01 0.01 0 0 0
"пчела" 0 0 0 0 0 0 0.00444483954129256 0 0 0.01 0.005 0.005 0 0.005
"пытать" 0 0.005 0 0 0 0.00838082467314784 0 0.00846310088016249 0 0 0 0.005 0.005 0.005
"радужный" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.005 0.005 0.01 0 0 0
"разбегаться" 0 0 0 0 0 0.0167616493462957 0.00444483954129256 0 0 0.005 0.01 0 0 0
"разливать" 0 0 0 0 0 0 0 0.00846310088016249 0.01 0.005 0.005 0.005 0 0
"разнообразный" 0 0 0 0 0 0 0 0 0.015 0.015 0 0 0 0
"разноцветный" 0.005 0 0 0 0 0 0.0133345186238777 0 0.005 0 0 0 0.005 0
"райский" 0 0 0 0 0.0214661371686165 0 0.00444483954129256 0.00846310088016249 0.01 0 0 0 0 0
"раскаиваться" 0 0 0 0 0 0.00838082467314784 0.00888967908258512 0.016926201760325 0.005 0 0 0 0 0
"раскрываться" 0 0 0 0.00488639139995114 0.0107330685843083 0 0 0 0 0.005 0.01 0 0 0.005
"расставание" 0 0 0.005 0 0 0.00838082467314784 0.00888967908258512 0 0 0 0 0 0.01 0
"рассыпчатый" 0.005 0 0.015 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0
"расхороший" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0
"риза" 0.005 0 0.005 0 0 0 0 0 0.01 0 0.005 0 0 0.005
"рим" 0 0 0 0 0 0 0 0 0.015 0.01 0.005 0 0 0
"робко" 0 0 0 0 0 0 0.00444483954129256 0 0.01 0.01 0.005 0 0 0
"рожа" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.005 0.01 0 0.005 0
"роман" 0 0 0 0 0 0 0 0 0.01 0.005 0 0.005 0.005 0.005
"рублевый" 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01
"рукавичка" 0.005 0.005 0 0.00977278279990227 0 0.0167616493462957 0 0 0 0 0 0 0 0
"руслан" 0 0 0 0 0 0 0 0 0.015 0.005 0.01 0 0 0
"рыболов" 0.005 0.005 0.005 0.00977278279990227 0 0 0 0 0 0 0.005 0 0 0
"рыло" 0 0.005 0.005 0 0 0 0 0 0.005 0 0 0 0.01 0.005
"сафьянный" 0.005 0 0.005 0.00488639139995114 0 0 0.00444483954129256 0 0 0 0 0 0.01 0
"сбивать" 0 0 0.005 0.00488639139995114 0 0 0 0.00846310088016249 0 0.005 0 0 0.005 0.005
"сваха" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0.005 0 0 0.01 0 0
"свершать" 0 0 0 0 0 0 0 0 0 0.015 0.015 0 0 0
"свершаться" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.01 0.01 0 0 0
"свиваться" 0.005 0 0.005 0 0 0 0 0.00846310088016249 0 0 0 0 0.005 0.01
"селение" 0 0.005 0 0 0 0.00838082467314784 0.00444483954129256 0 0 0 0.005 0.005 0 0.005
"семеро" 0 0.005 0 0.0195455655998045 0 0 0 0 0 0 0 0.005 0 0
"семнадцать" 0.005 0 0.005 0 0 0 0 0 0.005 0 0 0.01 0.005 0
"сенички" 0.01 0.005 0.015 0 0 0 0 0 0 0 0 0 0 0
"серп" 0.005 0.01 0 0 0 0 0.00888967908258512 0 0.005 0 0 0 0 0
"сжимать" 0 0 0 0 0 0 0.00888967908258512 0.00846310088016249 0 0 0.01 0 0.005 0
"синить" 0 0.005 0 0 0 0.0167616493462957 0 0 0 0 0 0.005 0 0.01
"скакатить" 0 0 0 0.0293183483997068 0 0 0 0 0 0 0 0 0 0
"скамейка" 0.005 0.005 0 0 0 0 0 0 0.005 0.005 0 0 0.005 0.005
"скок" 0 0 0 0.00488639139995114 0 0 0 0 0 0.01 0 0.01 0 0.005
"скуда" 0 0 0 0.0293183483997068 0 0 0 0 0 0 0 0 0 0
"скупой" 0 0 0 0 0 0.00838082467314784 0 0 0.005 0 0.015 0 0 0.005
"славно" 0 0 0 0 0.0107330685843083 0.00838082467314784 0 0.00846310088016249 0.005 0.01 0 0 0 0
"слезка" 0 0 0 0 0 0 0.0222241977064628 0 0 0 0 0.005 0 0
"слепец" 0 0 0 0 0 0 0 0 0.005 0.01 0.015 0 0 0
"служение" 0 0 0 0 0 0 0 0 0.01 0 0.01 0.005 0.005 0
"слушаться" 0 0.01 0 0.00977278279990227 0 0 0 0 0 0.005 0 0 0.005 0
"слышаться" 0 0 0 0 0 0.0167616493462957 0 0.00846310088016249 0 0.01 0.005 0 0 0
"смирять" 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0 0
"смягчать" 0 0 0 0.00488639139995114 0 0 0 0 0.01 0 0.015 0 0 0
"снега" 0 0 0 0 0 0 0 0.00846310088016249 0 0 0 0.01 0.01 0.005
"снежный" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0.005 0.015 0 0 0
"соболий" 0.005 0.015 0.005 0 0 0.00838082467314784 0 0 0 0 0 0 0 0
"согнать" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.005 0.005 0 0 0.01 0
"солгать" 0 0 0 0.00488639139995114 0 0 0 0 0.005 0 0 0.005 0.01 0.005
"спальня" 0 0 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.015 0
"спесивый" 0 0.005 0 0 0 0 0 0 0.005 0.005 0 0 0.01 0.005
"спорождать" 0.01 0.005 0 0 0 0 0 0 0 0 0 0.01 0 0.005
"сребристый" 0 0 0 0 0 0 0.00888967908258512 0 0.005 0.01 0.005 0 0 0
"срезать" 0.01 0.005 0.005 0.00488639139995114 0 0 0 0 0 0.005 0 0 0 0
"срывать" 0 0 0 0.00488639139995114 0 0 0 0.00846310088016249 0 0 0.01 0 0.005 0.005
"стаканчик" 0.01 0.01 0.005 0 0 0 0 0 0 0 0 0 0 0.005
"стара" 0 0 0 0.0195455655998045 0 0 0 0 0 0 0 0.005 0.005 0
"старший" 0 0.005 0 0.00977278279990227 0 0 0 0.00846310088016249 0 0 0 0.01 0 0
"стежок" 0.01 0.005 0.005 0.00488639139995114 0 0 0 0 0 0 0 0.005 0 0
"стель" 0 0 0 0.0146591741998534 0 0 0 0 0 0 0 0 0.005 0.01
"стенание" 0 0 0 0.00488639139995114 0 0 0.00444483954129256 0 0.01 0 0.01 0 0 0
"степной" 0.005 0 0 0 0 0 0.00888967908258512 0 0.005 0.005 0.005 0 0 0
"страшить" 0 0 0 0 0.0107330685843083 0 0.00888967908258512 0 0.005 0.01 0 0 0 0
"стрелок" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0.005 0.01 0 0 0 0
"стужа" 0 0 0 0 0 0.00838082467314784 0.00888967908258512 0 0 0.01 0.005 0 0 0
"судьбинушка" 0 0 0 0 0.0214661371686165 0.00838082467314784 0 0.016926201760325 0.005 0 0 0 0 0
"сукно" 0.005 0 0 0 0 0 0 0 0 0 0.005 0.01 0 0.01
"супротив" 0.005 0.005 0.01 0 0 0 0 0 0 0.005 0 0 0 0.005
"супруга" 0 0 0 0 0 0.00838082467314784 0 0 0.005 0 0.01 0.005 0 0.005
"сучок" 0 0.005 0 0 0 0 0 0 0 0 0.005 0.01 0 0.01
"схватываться" 0 0.005 0 0 0 0 0 0 0 0 0.005 0.005 0.005 0.01
"сшибать" 0.01 0.015 0 0 0 0 0 0 0 0 0 0.005 0 0
"тайком" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.005 0 0.005 0 0 0
"танцовать" 0 0 0 0 0 0 0 0 0 0 0 0.015 0.01 0.005
"твердь" 0 0 0 0 0 0 0.0133345186238777 0 0.015 0 0 0 0 0
"терпение" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"толки" 0.005 0 0.005 0.00488639139995114 0 0 0 0.016926201760325 0 0 0.005 0 0 0
"топ" 0.005 0.005 0.005 0.00977278279990227 0 0.00838082467314784 0 0 0 0 0 0 0 0
"топиться" 0.015 0.005 0.01 0 0 0 0 0 0 0 0 0 0 0
"топнуть" 0.005 0 0 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.005 0.005
"топот" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.00444483954129256 0.00846310088016249 0 0.005 0.005 0 0 0
"торжество" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"тороватый" 0.005 0.005 0 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0 0 0.005 0
"тратить" 0 0 0.005 0 0 0 0.00888967908258512 0 0 0.005 0.01 0 0 0
"трепетный" 0 0 0 0 0 0 0 0 0.015 0.005 0.01 0 0 0
"тридцать" 0 0 0 0 0 0 0 0 0.005 0 0 0.01 0 0.015
"трудный" 0 0 0 0 0 0 0 0 0 0.005 0.015 0 0.005 0.005
"тряхнуться" 0.005 0.005 0.005 0 0 0 0 0 0 0 0 0.005 0.01 0
"туфля" 0 0 0 0.0146591741998534 0 0 0 0 0.005 0 0 0.005 0 0.005
"тятенька" 0 0 0 0 0 0 0 0 0 0 0 0.005 0.01 0.015
"увядать" 0 0 0 0 0.0107330685843083 0.0167616493462957 0.00444483954129256 0 0.005 0 0.005 0 0 0
"угадывать" 0 0 0 0 0 0 0 0 0.005 0.005 0.01 0.01 0 0
"угодно" 0.005 0.005 0 0 0 0 0 0.00846310088016249 0.005 0 0.01 0 0 0
"угождать" 0 0 0.01 0.00977278279990227 0 0.00838082467314784 0 0 0 0 0 0.005 0 0
"ударяться" 0.005 0 0 0.00488639139995114 0.0107330685843083 0 0.00444483954129256 0 0 0.005 0 0.005 0 0
"удерживать" 0.005 0 0 0.00488639139995114 0.0107330685843083 0 0 0 0.005 0.01 0 0 0 0
"украдкой" 0 0 0 0 0 0.00838082467314784 0 0.00846310088016249 0 0 0.02 0 0 0
"укрывать" 0 0.005 0 0 0 0 0.00444483954129256 0 0 0.01 0 0.005 0 0.005
"умеючи" 0.005 0.015 0.005 0 0 0 0 0 0 0 0 0.005 0 0
"умиляться" 0.005 0.005 0 0.00977278279990227 0.0214661371686165 0 0 0 0 0 0 0 0 0
"уноситься" 0 0 0 0 0 0.0167616493462957 0.00444483954129256 0 0.005 0.01 0 0 0 0
"упиваться" 0 0.005 0 0 0 0 0 0 0 0.01 0 0.005 0 0.01
"упрек" 0 0 0 0 0 0 0 0 0.005 0.005 0.02 0 0 0
"урок" 0 0 0 0 0 0 0 0 0.01 0.015 0.005 0 0 0
"услуга" 0 0 0 0 0 0.00838082467314784 0 0.00846310088016249 0.01 0.01 0 0 0 0
"усматривать" 0 0.005 0 0.0195455655998045 0 0 0.00444483954129256 0 0 0 0 0 0 0
"успокаиваться" 0 0 0 0.00488639139995114 0 0.0251424740194435 0 0.00846310088016249 0 0 0 0 0.005 0
"усыпать" 0.005 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0.005
"утомленный" 0 0 0 0 0 0 0.00444483954129256 0 0.01 0 0.015 0 0 0
"утомлять" 0 0 0 0 0 0 0 0 0.005 0.015 0.01 0 0 0
"утрата" 0 0 0 0 0 0 0 0.00846310088016249 0.01 0.01 0.005 0 0 0
"утроба" 0 0 0 0 0 0 0.00444483954129256 0 0.005 0.01 0 0 0 0.01
"фабрика" 0.01 0.005 0.005 0 0 0 0 0 0 0 0 0 0.01 0
"хищный" 0 0 0 0 0 0 0.00888967908258512 0 0.01 0.005 0.005 0 0 0
"хранитель" 0 0 0 0 0 0.00838082467314784 0 0 0.015 0.005 0.005 0 0 0
"целовальничек" 0.005 0.01 0 0 0 0 0 0 0 0 0 0.01 0.005 0
"цепочка" 0.01 0.01 0.005 0 0 0 0 0 0 0 0 0 0 0.005
"чад" 0.005 0 0 0 0 0 0 0 0.01 0.005 0.005 0 0 0.005
"чернила" 0 0.005 0 0.00488639139995114 0 0 0 0 0 0 0 0.005 0.005 0.01
"чеснок" 0 0 0.005 0.0146591741998534 0 0 0 0 0 0 0 0 0.005 0.005
"чета" 0 0 0 0.00488639139995114 0 0 0 0 0 0.005 0.015 0.005 0 0
"читатель" 0 0 0 0 0 0 0 0 0.01 0.005 0.015 0 0 0
"чорт" 0 0 0.005 0 0 0 0 0 0 0 0.005 0.005 0.01 0.005
"чудотворец" 0.005 0 0.005 0.00488639139995114 0 0 0 0 0.005 0 0 0 0.005 0.005
"чуждаться" 0 0 0 0 0 0.0167616493462957 0.00444483954129256 0 0 0.005 0.01 0 0 0
"чужедальний" 0.005 0 0.005 0 0 0 0.0133345186238777 0 0 0 0 0.005 0 0
