id;Name;Title;Publication;Year;period;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Meter2;Syllab;Clausula;Fin;melody;melody_src
424;Цыганов, Н.Г.;Сизокрылый голубочек;Пантеон русского и всех европейских театров. 1840. № 8. Ч. 3. С. 41-42/ Литературный кабинет. М., 1842. Отд. 2. С. 54-56/ Репертуар и пантон. 1843. Кн. 8. С. 137-138 (с разночтениями)/ Песни русских поэтов. Л., 1936. С. 256-257;1832;1830;Русская элегия;;1842;periodical;Х4жм;reg;occ;core;Х;4;жм;4;no;
425;Цыганов, Н.Г.;Хороша ты красна девушка;Литературный кабинет. М., 1842. Отд. 2. С. 57-58 + Песни русских поэтов. Л., 1936. С. 253.;1832;1830;Две песни;;1842;periodical;Х4д;unreg (перебои в дольник);occ;core;Х;4;д;4;no;
426;Цыганов, Н.Г.;Ах молодость молодость;Эхо. М., 1830. С. 149. + Литературный кабинет. М., 1842. Отд. 2. С. 58-59 + Песни русских поэтов. Л., 1936. С. 253-254;1830;1820;Русская песня;;1830;periodical;Х4мж;unreg;occ;core;Х;4;мж (неурег);4;no;
427;Цыганов, Н.Г.;Соловей мой соловеюшко;Русские песни Н. Цыганова. М., 1834. С. 24-25/ Песни русских поэтов. Л., 1936. С. 226-227;1832;1830;;;1834;collection;Х4д;reg;occ;core;Х;4;д;4;yes;Соловей мой соловеюшка (Прач)
428;Цыганов, Н.Г.;Молви Любушка голубушка моя;Русские песни Н. Цыганова. М., 1834. С. 39-41/ Песни русских поэтов. Л., 1936. С. 235-236;1832;1830;;;1834;collection;Х6м;reg;rhymed;core;Х;6;м;6;mb;
429;Цыганов, Н.Г.;Не цветочком отцвела;Русские песни Н. Цыганова. М., 1834. С. 66/ Песни русских поэтов. Л., 1936. С. 251;1832;1830;;;1834;collection;Х4ммжм;reg;rhymed;core;Х;4;ммжм;4;mb;
430;Цыганов, Н.Г.;Как за реченькой, за быстрою рекой;Лит. прибавл. к Рус. Инвалиду. 1839. № 11, 16 сент. С. 205 + Песни русских поэтов. Л., 1936. С. 252.;1832;1830;;;1839;periodical;Х6м;reg;rhymed;core;Х;6;м;6;yes;Как за реченькой слободушка стоит
431;Цыганов, Н.Г.;Молодая молодка;Литературная газета. 1840.№ 70, 31 августа. С. 1582 + Песни русских поэтов. Л., 1936. С. 254-255;1840;1830;Русская песня;;1840;periodical;Ан2ж + Аф2м;reg;rhymed;core;Логаэд;;;Логаэд;no;
432;Чижов, П.;В путь далекий, в путь унылый;Лит. прибавл. к Рус. Инвалиду. 1833. № 37, май 10, С. 295;1833;1830;Разлука;;1833;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
433;Шаликов, П.И.;Нынче был я на почтовом на дворе;Плод свободных чувствований. М. 1801. Ч. 3. С. 000;1801;1800;;;1801;collection;Х6м;reg;unrhymed;core;Х;6;м;6;yes;Вечор был я на почтовом на дворе
434;Шаховской;Не стружок на водах;из Сокол князя Ярослава Тверского;1823;1820;;;1823;collection;Ан2м + Х3ж;reg;rhymed;core;Логаэд;;;Логаэд;no;
435;Шаховской;Ах всходи ты солнце красное;из Сокол князя Ярослава Тверского;1823;1820;;;1823;collection;Х4д;unreg;rhymed;core;Х;4;д;4;no;
436;Шаховской;Скучно, скучно за всегда мне быть одной;Крестьяне или встреча незваных. М., 1815. С. 5.;1815;1810;;на голос: скучно, матушка;1815;collection;Х6м;reg;rhymed;core;Х;6;м;6;yes;Скучно матушка весною жить одной
437;Шаховской;Я и рада бы не плакала млада;Крестьяне или встреча незваных. М., 1815. С. 29.;1815;1810;;;1815;collection;Х6м;reg;rhymed;core;Х;6;м;6;no;
438;Шаховской;Не сокол в небесах;Крестьяне или встреча незваных. М., 1815. С. 46;1815;1810;;поет на голос: во донских во лесках;1815;collection;Ан2м + Х3ж;reg;rhymed;core;Логаэд;;;Логаэд;yes;Во донских во лесках
439;Шаховской;Вверх по Волге с Нижня города;Двумужница, или За чем пойдешь, то и найдешь. Романтическая драма в двух частях, пяти сутках.СПб., 1836. С. 30-31.;1832;1830;;;1836;collection;Пс2;unreg;occ;core;Пс;2;;Пс;no;
440;Шаховской;Под кустиком под ракитовым;Двумужница, или За чем пойдешь, то и найдешь. СПб., 1836. С. 172;1832;1830;;;1836;collection;Тк;unreg unreg;unrhymed;core;Тк;2;;Тк;no;
441;Шаховской;Не знавал я рода племени;Комета Белы. СПб., 1832. С. 360-361/ Двумужница, или За чем пойдешь, то и найдешь. СПб., 1836. С. 173-174;1832;1830;Песня атамана Башлыка;;1832;periodical;Пс2 + Х4д;unreg unreg;unrhymed;core;Пс;2;;Пс;no;
442;Шевырев, С.П.;Атаман честной мой отец родной;МВ. 1828. № 10. С. 119/ Поэты 1820-1830-х гг. Л., 1972. Т. 2. С. 160-162;1827;1820;Русская разбойничья песня;;1828;periodical;Гм;unreg;rhymed;core;Логаэд;;;Логаэд;no;
443;Шевырев, С.П.;Не невеста с женихом;MB. 1827. Ч. 5. С. 242.;1827;1820;Супруги (военная песня)?;;1827;periodical;Х43мж;reg;rhymed;core;Х;43;мж;рз;no;
444;Штейнберг, Д.;Что ты девица что ты красная;Зимцерла. М., 1829. C.26-28 (ц.р.: 8 Марта 1829);1829;1820;Русская песня;;1829;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
445;Ю.;Темно в поле, вьюга воет;СО. 1834. Т. 42. № 16. С. 557;1834;1830;Песня;на мелодию? Слишком жесткая структура строфы;1834;periodical;Х43жм + Я2м в рефр;reg;rhymed;core;Х;43;жм;рз;no;
446;Юшков, Степан;Не в чистом поле не в пустой степи;Песня на осовобождение царствующего града Москвы, октября 11 дня 1812 года. Харьков, 1812 (ц.р.: 2 января 1813)/ ВЕ. 1813. № 15. С. 168-170/ РВ. 1813. № 7. С. 9-14;1812;1810;Песня на освобождение  царствующего града москвы октября 11 дня 1812;26 ноября 1812 года. Белгород;1813;periodical;Пс2;unreg перебои;unrhymed;periph;Пс;1;;Пс;no;
447;Яковлев, М.А.;Солнце красное взошло на небеса;Памятник отечественных муз на 1828 г. СПб., 1828. С. 148-149;1826;1820;;насчет датировки см. Тоня о Анфологии, верхняя датировка тетради с песней 1826 (в тетради указан голос: Скучно матушка весною жить одной);1828;periodical;Х6м;reg;rhymed;core;Х;6;м;6;yes;Скучно матушка весною жить одной
448;Якубович, Л.А.;Над Дунаем над рекою;Альциона. Спб., 1833. С. 67/ Поэты 1820-1830-х гг. Л., 1972. Т. 2. С. 266-267;1832;1830;Заветные слова;;1833;periodical;Х4жм;reg;rhymed;periph;Х;4;жм;4;no;
449;А.Б.;Где ты, где ты, радость милая;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 22-23 (ц.р.: 10 апр. 1834);1834;1830;К радости;;1834;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
450;И.П.;Как певун соловей;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 75-76 (ц.р.: 10 апр. 1834);1834;1830;Соловей (песня);;1834;periodical;Ан21мд;unreg;unrhymed;core;Ан;21;мд;рз;no;
451;В. С***;Что ты мой соловушек;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 223-224  (ц.р.: 10 апр. 1834);1834;1830;Песня;;1834;periodical;Х3д;reg;unrhymed;core;Х;3;д;3;no;
452;В. С***;Ох жизнь молодецкая;Досуги Марса. Литературные труды офицеров. СПб., 1834. С. 239-240  (ц.р.: 10 апр. 1834);1834;1830;Солдатская песня;;1834;periodical;Х3д;unreg;unrhymed;periph;Х;3;д;3;no;
453;Б/П;Не свети ты, солнце красное;Гирляндочка. Подарок на 1846 год любителям и любительницам русского чтения. М., 1846. С. 10-11 (ц.р.: 9 дек. 1845);1845;1840;Стансы;;1846;periodical;Х4дм;reg;rhymed;core;Х;4;дм;4;no;
454;Б/П;Полно полно балагурить;Гирляндочка. Подарок на 1846 год любителям и любительницам русского чтения. М., 1846. С. 33-34 (ц.р.: 9 дек. 1845);1845;1840;Русская песня;М.б. Ф. Соловьев? там же опубликована РП "Ненаглядная / Бессравненная";1846;periodical;Х42жд;reg;unrhymed;core;Х;42;жд;рз;no;
455;Анордист, Н.;Не шей ты мне матушка;Альманах на 1840 год Н. Анордиста. М., 1840. С. 80-82.;1839;1830;Красный сарафан;;1840;periodical;Х3дм + (Аф2д);unreg;rhymed;core;Х;3;д;3;yes;Не шей ты мне матушка (Цыганов)
456;Б/П;Бьется, бется ретивое;Альциона на 1833 год. М., 1833. Стихотворения. С. 109-110 (ц.р. 18 октября 1832);1832;1830;Песня;;1833;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
457;Струйский, Д.Ю.;Моя бедность ты;Одесский альманах на 1839 г. Одесса, 1839. С. 500-505 (ц.р. 31 дек. 1838);1838;1830;Песня кормилицы;длинная ролевая лирика + бытовая баллада;1838;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
458;Бернет, Е.;Уж как выду ль я в поле чистое;Одесский альманах на 1839 г. Одесса, 1839. С. 235-236 (ц.р. 31 дек. 1838);1838;1830;Камень;падение листьев;1838;periodical;Пс2;reg;rhymed;core;Пс;2;;Пс;no;
459;Д.;Не воркуй касаточка;Полярная звезда. Карманная книжка для любителей и любительниц чтения. М., 1832. C. 129 (ц.р. 10 дек. 1831);1829;1820;Песня;19 апреля 1829 года (м.б. Дмитревский?);1831;periodical;Х3д;reg;unrhymed;core;Х;3;д;3;no;
460;Щоголев, Я.;Не меня мой друг ласкает;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 81-83 (ц.р. 10 сент. 1842);1842;1840;Мелодия;протеизм в песенке;1843;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
461;Щербина, Н.;Не шуми, не гуди;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 87-88 (ц.р. 10 сент. 1842);1840;1830;Отчаяние. Русская песня;;1843;periodical;Ан21мд;reg;unrhymed;core;Ан;21;мд;рз;no;
462;Щербина, Н.;Раз приглянулся ясным звездочкам;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 261-265 (ц.р. 10 сент. 1842);1842;1840;Кручина доброго молодца;длинная песня-сказка из блоков;1843;periodical;Тк + Ан21мд;unreg;unrhymed;periph;Тк + Ан;21;мд;Полиметрия;no;
463;Щербина, Н.;В поле ветер воет;Молодик на 1843 год. Харьков, 1843. Ч. 1. С. 334-335 (ц.р. 10 сент. 1842);1842;1840;Бесталанье;кольцовская дума;1843;periodical;Х3ж;unreg;unrhymed;core;Х;3;ж;3;yes;В поле ветер воет (Кольцов)
