id;Name;Title;Publication;Year;period;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Meter2;Syllab;Clausula;Fin;melody;melody_src
480;Суханов, М.Д.;Не велят Ване по улице ходить;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 73;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни X;1828;collection;Х6м;reg;rhymed;core;Х;6;м;6;no;
481;Суханов, М.Д.;Красная девица полно горевать;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 73-74;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XI;1828;collection;Х3жм;reg;rhymed;core;Х;3;жм;3;no;
482;Суханов, М.Д.;Ах ты матушка, мать быстра река;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 75;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XIII;1828;collection;Пс2;reg;unrhymed;core;Пс;2;;Пс;no;
483;Суханов, М.Д.;Ах кручина ты кручинушка;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 75-76;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XIV;1828;collection;Х4д;reg;unrhymed;core;Х;4;д;4;mb;Ты бесчастный добрый молодец
484;Суханов, М.Д.;Любил молодец красну девицу;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 76-77;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XV;1828;collection;Пс2;reg;unrhymed;core;Пс;2;;Пс;no;
485;Суханов, М.Д.;В волостном большом селении;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 77-78;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XVI;1828;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
486;Суханов, М.Д.;Не две лебеди по реченьке плывут;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 78-79;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XVIII;1828;collection;Х6м;reg;rhymed;core;Х;6;м;6;no;
487;Суханов, М.Д.;О чем красавица грустишь;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 80-81;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XIX;1828;collection;Я43м;reg;rhymed;core;Я;43;м;рз;no;
488;Суханов, М.Д.;Красно солнышко садилось за леса;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 81-83;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XX;1828;collection;Х6м;reg;rhymed;core;Х;6;м;6;no;
489;Суханов, М.Д.;Два года нежно молодца;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 83-84;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXI;1828;collection;Я43мж;reg;rhymed;core;Я;43;мж;рз;no;
490;Суханов, М.Д.;Как стоял шатер во чистом поле;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 84;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXII;1828;collection;Пс2;reg;unrhymed;core;Пс;2;;Пс;no;
491;Суханов, М.Д.;Нет на беседу не пойду;Дамский журнал. 1828. № 4. С. 200 (“Русская песня”, посв. Елисавете Михайловне Федоровой)/ Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 86;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXIV;1828;periodical;Я43м;reg;rhymed;core;Я;43;м;рз;no;
492;Суханов, М.Д.;Любила друга дорогого;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 86-87;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXV;1828;collection;Я43жм;reg;rhymed;periph;Я;43;жм;рз;no;
493;Суханов, М.Д.;О чем грустишь девица;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 87-88;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXVI;1828;collection;Я3д + Х3ж;unreg(перебои);occ;core;Логаэд;;;Логаэд;no;
494;Суханов, М.Д.;В светлице девица сидела;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 88-89;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXVII;1828;collection;Я43жм;reg;rhymed;core;Я;43;жм;рз;no;
495;Суханов, М.Д.;Война война пришло прощаться;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 88-89;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXVIII;1828;collection;Я43жм;reg;rhymed;core;Я;43;жм;рз;no;
496;Суханов, М.Д.;Лейтесь слезы из очей;Басни, песни и разныя стихотворения крестьянина Михайла Суханова. Спб., 1828. С. 90-91;1828;1820;;раздел “Русские песни”, посв. А.С. Шишкову. Песни XXIX;1828;collection;Х43мж;reg;rhymed;periph;Х;43;мж;рз;no;
497;И.В.;Дунул ветр со страны Северной;Дух журналов. Спб., 1816. Ч. 10. С. 621-624 (№ 13, с. 115-118);1816;1810;Песня русская;м.б Иван Иванович Варакин? Баллада, рефлексы сюжета о мертвом женихе, но жених здоровы, убит из лука злым батюшкой, девица скончалась в темнице (или И.Е. Великопольский, благонамеренный1820-е, стилизации);1816;collection;Х4д;reg;unrhymed;periph;Х;4;д;4;no;
498;Б/П;Где вчера я ни ходила;Московский собеседник. М., 1806. Ч. 2. С. 47;1806;1800;Песня;;1806;periodical;Х4жм;reg;rhymed;periph;Х;4;жм;4;no;
499;Любавский;Не бушуйте ветры буйные;Аглая. М., 1809. Ч. 7. Сент. С. 42-44;1809;1800;Песня. Подражание древним Российским стихотворениям;;1809;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;yes;Не бушуйте вы ветры буйные
500;N.N.;Не роняй слез красна девица;Московский курьер. 1806. Ч. 3. № 8. С. 125-127;1806;1800;Песня;;1806;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
501;Б/П;Ну-те-тка братцы работнички;Московский курьер. 1806. Ч. 4. № 51. С. 392-394;1806;1800;Песня крестьянская (писана простонародным размером);;1806;periodical;Пс2;unreg(перебои);unrhymed;periph;Пс;2;;Пс;no;
502;Суханов, М.Д.;Заря угасла. Месяц полный;Лит. прибавл. к Рус. Инвалиду. 1836. № 39, май 13. С. 311-312;1836;1830;Русская песня;в сб. “Мои сельские досуги” 1836. Суханов называет это “Утопленница. Романс” С. 12-13;1836;periodical;Я43жм;reg;rhymed;periph;Я;43;жм;рз;no;
503;Струйский, Д.Ю.;Над рекою ивушка;Лит. прибавл. к Рус. Инвалиду. 1837. № 14, 3 апреля. С. 135;1837;1830;Русская песня;;1837;periodical;Х3д;reg;unrhymed;core;Х;3;д;3;no;
504;Чижов, Н.;У подгорья студены ключи шумят;Лит. прибавл. к Рус. Инвалиду. 1837. № 22, 29 мая. С. 212;1837;1830;Русская песня;;1837;periodical;Х6м;reg;rhymed;core;Х;6;м;6;no;
505;Голицын, М.А.;Узнайте да поведайте;Лит. прибавл. к Рус. Инвалиду. 1838. № 23, 4 июня. С. 444.;1832;1830;Чувство русского;;1838;periodical;Я3ддм;reg;occ;periph;Я;3;ддм;3;no;
506;Айбулат-Розен, К.;Что, склонившись у окошка;Лит. прибавл. к Рус. Инвалиду. 1838. № 29, 16 июля. С. 444.;1838;1830;Песня;ср. фет “облаком волнистым”;1838;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
507;Цыганов;Ах вы кони мои вороные;Лит. прибавл. к Рус. Инвалиду. 1839. № 19, 13 мая. С. 444. + Песни русских поэтов. Л., 1936.С. 257-258.;1832;1830;Песня;;1839;periodical;Ан3ж;reg;rhymed;core;Ан;3;ж;3;no;
508;Б/П;Что завял так рано;Лит. прибавл. к Рус. Инвалиду. 1839. № 2, 15 мая. С. 444.;1839;1830;Цветок;;1839;periodical;Х3жм;reg;rhymed;core;Х;3;жм;3;no;
509;Б/П;Дуня по сеням своим похаживает;Московский собеседник. М., 1806. Ч. 2. С. 458-459;1806;1800;Песня;переработка народного сюжета;1806;periodical;Х6м;unreg (зачин с гипердакт);rhyme;core;Х;6;мгд;6;yes;Вдовушка по сеничкам похаживала
510;Суханов, М.Д.;В святой руси идет война;Дамский журнал. 1828. № 23. С. 173-174. (раняя редакции, не с мотивом ухода жениха, а с его гибелью на войне/ смена датировки (какая?) показательна)/ Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. С. 1-2 (ц.р. 1 мая 1835);1828;1820;Русская песня;раздел “Песни”. 1831-й год;1828;periodical;Я4мж;reg;rhyme;core;Я;4;мж;4;no;
511;Суханов, М.Д.;Так! Полно молодцу грустить;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. С. 3-4 (ц.р. 1 мая 1835);1835;1830;;;1835;collection;Я43мж;reg;rhyme;core;Я;43;мж;рз;no;
512;Суханов, М.Д.;Не плачь красавица! Тебе ли горевать;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. С. 7-8 (ц.р. 1 мая 1835);1835;1830;;;1835;collection;Я6мж;reg;rhyme;periph;Я;6;мж;6;no;
513;Суханов, М.Д.;Ах! постыло все мне;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. С. 9-11 (ц.р. 1 мая 1835);1835;1830;Ездок. Романс;;1835;collection;Ан22м11ж + Х4м;reg;rhyme;core;Логаэд;;;Логаэд;yes;Ах тошно мне (Нелединский-Мелецкий)
514;Суханов, М.Д.;Ты не вейся ласточка;Мои сельские досуги. Стихотворения крестьянина М. Суханова. Спб., 1836. С. 97 (ц.р. 1 мая 1835);1835;1830;Ласточке;;1835;collection;Х3д;reg;unrhymed;core;Х;3;д;3;no;
515;Степанов, С.П.;Кто пригреет тебя;La Nouvelliste. 1844. № 11. С. 285-286;1844;1840;Сирота;;1844;music;Ан2м;reg;rhyme;music;Ан;2;м;2;no;
516;Трике, И.;Не давайте золота;Дерфельдт А.А. Желание. Романс. Посв. Е.А.К. Сл. И.Трике. Спб., [184?];1849;1840;Желание. Романс;;1849;music;Х3дм;unreg (музыка);occ;core;Х;3;дм;3;no;
517;Закревский, А.;Припади головушкой;Девитте Н.М. Песня. Припади головушкой / Сл. А. Закревского. В муз. магазине Миллера и Гротриана. М., 1839.;1839;1830;Песня;;1839;music;Х3дм;reg;rhyme;music;Х;3;дм;3;no;
518;Дмитриевский, М.;Грустно мне грустно мне;Дерфельдт А.А. Грустно мне, грустно мне. Песня // Романсы и песни. Музыка Антона Дерфельдта. Спб.: Стелловский, 1867.С. 000;1858;1840;Песня;;1858;music;Ан2м;reg;rhyme;music;Ан;2;м;2;no;
519;Глинка, Ф.;Мне случилося однажды;Новости литературы. 1823. Кн. 3. № 7. С. 107-108;1823;1820;Песня русской девицы;;1823;periodical;Х4жм;reg;rhyme;periph;Х;4;жм;4;no;
520;Б/П;Что делать мне и что начать;Новости литературы. 1825. Кн. 13. № 9. С.186;1825;1820;Русская песня;;1825;periodical;Я4м;reg;rhyme;core;Я;4;м;4;no;
521;Кугушев, Н.М.;Ты не пой не пой соловушек;Новости русской литературы на 1805 год. 1805. Ч.13, № 7. С. 108-109/ Кугушев, Н.М. Праздное время инвалида. Стихотворения. М., 1814. С. 121-122 (№ 3 “Сельския песни”);1805;1800;Песня;подп: Ботамвец;1805;periodical;Х4д;unreg;unrhymed;core;Х;4;д;4;no;
522;Щулепников М.С.;Что вы гусли мои милые;Новости русской литературы на 1804 год. Ч.13. № 6. С. 93-94;1796;1800;Две песни;Сия песня сочинена вскоре по кончине Государыни ЕКАТЕРИНЫ II.;1805;periodical;Х4д;unreg;unrhymed;periph;Х;4;д;4;no;
523;Востоков, А.Х.;Родила меня моя матушка;Труды вольного общества любителей российской словесности. 1821. Ч. 16. Кн. 3. С. 354-355;1821;1820;Чехиня;Богемские песни;1821;periodical;Пс;reg;unrhymed;periph;Пс;1;;Пс;no;
524;Великопольский, И.Е.;Не звезда зажглась не луна взошла;Благонамеренный. 1822. Ч. 17. № 12. С. 513-514 (Подпись: И.В/ ц.р.: дек. 1821);1822;1820;Тоска в разлуке;Русские песни;1822;periodical;Пс2;unreg;unrhymed;core;Пс;2;;Пс;no;
525;Великопольский, И.Е.;Ах подруженьки голубушки;Благонамеренный. 1822. Ч. 17. № 12. С. 514-515 (подпись: И.В);1822;1820;Непонятная грусть;Русские песни;1822;periodical;Пс2;unreg;unrhymed;core;Пс;2;;Пс;yes;Ах вы кумушки голубушки (Новиков)
526;Глинка, Ф.;Вот желтеют листья;Новости литературы. 1825. № 7. С. 55;1825;1820;Сетование (с богемского);;1825;periodical;Х3ж;reg;unrhymed;periph;Х;3;ж;3;no;
527;Скородумов, Н.;Таня милая жестокая;Благонамеренный. 1824. Ч. 27. № 17. С. 271-272;1824;1820;Руская песня;Посвящается Т.В. А...ой;1825;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
528;Вуич, Н.;Вниз по Волге по широкой;Галатея. 1839. Ч.4. № 28. С. 73-74;1838;1830;Песня;Вологда;1839;periodical;Х4жм;reg;rhyme;periph;Х;4;жм;4;no;
529;Измайлов, А.Е.;Ах вы рекруты вы удельные;Славянин. 1829. Ч. 10. № 18-19. С. 204-205;1828;1820;Шенкурская рекрутская песня;На голос: как на матушке на Неве реке. Шенкурск 22 ноября 1828;1829;periodical;Пс2;reg;unrhymed;periph;Пс;2;;Пс;yes;Как на матушке на Неве реке
530;Лев Владиславлев;Расстелилася волна;Славянин. 1829. Ч. 10. № 20-21. С. 204-205;1828;1820;Песня;;1829;periodical;Ан22м11ж + Х4м;unreg;rhyme;core;Логаэд;2221;;Логаэд;yes;Ах тошно мне (Нелединский-Мелецкий)
531;Иванов;Вы не кончились угрозы;Славянин. 1830. Ч. 13. № 12. С. 935;1830;1820;Русская песня;;1830;periodical;Х42ж (Х6ж);reg;rhyme;core;Х;42;ж;рз;no;
532;Иванов;Не горюй и не кручинься;Славянин. 1830. Ч. 15. № 18. С. 473-474;1830;1820;Русская песня;;1830;periodical;Х43ж;reg;unrhymed;core;Х;43;ж;рз;no;
533;Кугушев, Н.М.;Не глядите, люди добрые;Кугушев, Н.М. Праздное время инвалида. М., 1814. С. 123-124;1814;1810;Сельские песни;;1814;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
534;Кугушев, Н.М.;Не воркуй голубчик сизенькой;Кугушев, Н.М. Праздное время инвалида. М., 1814. С. 124-125;1814;1810;Сельские песни;;1814;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
535;Б/П;Как без солнца в чистом поле;Русские песни, сочиненные в С...Спасском. Спб., 1805. С. 57;1805;1800;;;1805;collection;Х43ж;unreg (перебои);rhyme;core;Х;43;ж;рз;no;
536;Грамматин, Н.Ф.;Время быстрое крылатое;И отдых в пользу, или Собрание собрание сочинений в стихах и прозе. Труды Воспитанников Университетского Благородного Пансиона. М., 1804. С. 92-93.;1804;1800;К времени;С Аглинскаго (перевод элегии?);1804;collection;Х4д;reg;unrhymed;periph;Х;4;д;4;no;
537;(!);Как тужила горевала долго я;Литературный репейник. Брошюрка, изданная на 1834 год. СПб., 1834. C. 25-26;1834;1830;Русская песня;Голос: Как за реченькой слободушка стоит. Б. Дельвиг (пародия);1834;collection;Х6м;reg;rhyme;core;Х;6;м;6;yes;Как за реченькой слободушка стоит
538;Бахтурин, К.А.;Как от стада лебединого;Стихотворения Константина Бахтурина. Спб., 1837. Ч. 1. С. 151;1837;1830;Свадебная песня;;1837;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
539;Бороздна, И.;Невестушка голубушка;Лучи и тени: новые стихотворения И. Бороздны. М., 1847. С. 57-61;1847;1840;Раздумье невесты;;1847;collection;Я3дм;reg;rhyme;periph;Я;3;дм;3;no;
540;Бороздна, И.;Доля моя доля;Лучи и тени: новые стихотворения И. Бороздны. М., 1847. С. 63-64;1843;1840;Моя доля;;1847;collection;Х3жжмжжм;reg;rhyme;core;Х;3;жжм;3;no;
541;Бунина, А.П.;Отпирайтесь кленовые;Собрание стихотворений Анны Буниной. Спб., 1818. Ч. 3. С. 172-174;1817;1820;Песня в народном Русском вкусе из местечка Веиль-Брук;;1818;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
542;Попов, И.В.?;Ах не ласточка не ясен сокол;Песня. М.: в тип. Платона Бекстова, 1807.;1807;1800;Песня;обширная легенда, “дядя рекрута”, судя по всему мистификация;1807;collection;Пс2;reg;unrhymed;core;Пс;2;;Пс;yes;Из под камушка из под белого
543;Рындовский, Ф.М.;Ах не дуйте ветры буйно-грозные;Печальные, веселые и унылые тоны моего сердца. Спб., 1809. С. 44.;1809;1800;К ней;Вильно;1809;collection;Х4д;unreg;unrhymed;core;Х;4;д;4;no;
544;Н.Н. Город;Вечор был я во Поднавье во селе;ВЕ. 1811. № 6. С. 100-101;1810;1800;Нижегородская элегия;Октября 1, 1810;1811;periodical;Х6м;reg;rhyme;core;Х;6;ж;6;yes;Вечор был я на почтовом на дворе
545;Грамматин, Н.Ф.;Не цвет алый во поле;ВЕ. 1815. № 3. С. 188-191;1815;1810;К Диду и Ладе;;1815;periodical;Аф2дж;reg;occ;core;Аф;2;дж;2;no;
546;Сокольский, Г.;Скучно молодцу в сторонушке чужой;ВЕ. 1815. № 17. С. 17-18;1815;1810;Чужая сторона;;1815;periodical;Х6м;reg;rhyme;core;Х;6;м;6;yes;Скучно матушка весною жить одной
547;“--” “--”;Под березой в чистом поле;Дамский журнал. 1827. № 1. С. 28-29;1827;1820;Народная песня;На голос: В посиделках девки пряли;1827;periodical;Х42ж (Х6ж);reg;rhyme;core;Х;42;ж;рз;yes;В посиделках девки пряли
548;Ев. Тр-б-въ;Не к добру, знать, распаялся;Дамский журнал. 1827. № 4. С. 185-186;1825;1820;Обручальный перстень;;1827;periodical;Х43ж;reg;rhyme;core;Х;43;ж;рз;no;
549;Щедритский, Изм.;Солнышко златое! Что затмилось в небе;Дамский журнал. 1827. № 7. С. 30;1827;1820;Разлука;;1827;periodical;Х6ж;reg (цезура, х3ж);unrhymed;core;Х;6;ж;6;no;
550;Н. Ш.;Блещет блещет из-за туч;Дамский журнал. 1827. № 14. С. 72;1827;1820;Русская песня;;1827;periodical;Х443ммж;reg;occ;core;Х;443;ммж;рз;no;
551;Виноградова, Анна;Что печальна у окошка ты сидишь;Дамский журнал. 1828. № 1. С. 32-33;1828;1820;Песня;;1828;periodical;Х6м;reg;rhyme;core;Х;6;м;6;mb;Что ты девица невесело сидишь (Баженов
552;….ъ ….ъ;ах не звезды в небе ясные;Дамский журнал. 1828. № 5. С. 261;1828;1820;Молчаливая;;1828;periodical;Х4дм;reg;rhyme;periph;Х;4;дм;4;no;
553;П-ръ Н-овъ;Перелетная певица;Дамский журнал. 1828. № 14. С. 75.;1828;1820;Песня;;1828;periodical;Х4жм;reg;rhyme;periph;Х;4;жм;4;no;
554;Глинка, С.;Покажися, месяц ясный;Дамский журнал. 1828. № 21. С. 107-108.;1828;1820;;С.Г. (Глинка?);1828;periodical;Х4жм;reg;rhyme;core;Х;4;жм;4;no;
555;Бекетов, П.П.;Снеги белые пушистые;Друг просвещения. 1804. Ч. 4. №. 10. С. 28-29;1804;1800;Песня;Подп: 2...;1804;periodical;Х4жм;reg;rhyme;periph;Х;4;жм;4;no;
556;Баженов, Ф.;Что ты девица невесело сидишь;Дамский журнал. 1823. № 22. С. 148-149;1823;1820;Неверность. Песня;;1823;periodical;Х6м;reg;rhyme;core;Х;6;м;6;no;
557;А.Д.;Ах не громко свищет;ВЕ. 1824. № 19. С. 202-203;1824;1820;Русская песня;;1824;periodical;Х3ж;Unreg (логаэд строчный, Аф2ж);unrhymed;core;Х;3;ж;3;no;
558;"-ай-" -ка-въ;Солнце солнце мое красное;Московский курьер. 1806. Ч. 4. С. 398-399;1806;1800;Русская песня;Найдена в старых бумагах Н.Н. На голос: ах талан ли мой, талан такой, или участь моя горькая! Дер. Переколь. 1806 августа 3 дня;1806;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;yes;Ах талан ли мой талан такой
559;Наумова, А.А.;Где ты матушка белокаменна;РВ. 1813. № 10. С. 15-20/ ССОкН1812. С. 153-156;1812;1810;Руская песня во время занятия Москвы неприятелями, посвященная любезным соотечественникам;;1813;periodical;Пс2;reg;unrhymed;periph;Пс;2;;Пс;no;
560;Наумова, А.А.;Самозванец злой нечестивый враг;РВ. 1813. № 10. С. 21-27/ ССОкН1812. С. 156-160;1813;1810;Песнь соотечественникам по прогнании злодеев с земли Руской;;1813;periodical;Пс2;reg;unrhymed;periph;Пс;2;;Пс;no;
561;Ильин, Н.И.;Ночь темна была и не месячна;Солдатская песня. [Б.м.], 1812/ СО. 1812. Ч. 1. № 6. С. 229-230/ ССОкН1812. Т.1. С. 182-184;1812;1810;Солдатская песня;11 сентября. Красная Пахра. Н. Ильин;1812;periodical;Пс2;reg;unrhymed;periph;Пс;2;;Пс;no;
562;Колосов В.М.;Слава вам герои севера;РВ. 1813. Ч. 2. № 6. С. 47-49/ ССОкН1812. С. 182-184;1813;1810;Песнь богатырям русским;;1813;periodical;Х4д;reg;unrhymed;periph;Х;4;д;4;no;
563;Дельвиг;Как разнесся слух по Петрополю;Дельвиг 1934. С. 213/ Дельвиг. Сочинения. Л., 1986. С. 79.;1812;1810;Русская песня;На голос: Как на матушке на Неве реке;1934;collection;Пс2;reg;unrhymed;periph;Пс;2;;Пс;yes;Как на матушке на Неве реке
564;Глинка, С.Н.;Что солдатушки что кручинны так;РВ. 1813. № 8. С. 73-77/ ССОкН1812. С. 234-236;1813;1810;Солдатская песня в память князя Кутузова-Смоленского;Майя 10, 1813 года. Село Загорье;1813;periodical;Пс2;reg;unrhymed;periph;Пс;2;;Пс;no;
565;Иванов Ф.Ф.;Перестаньте ветры буйные;РВ. 1808. № 9. С.383-388;1808;1800;Рогнеда на могиле Ярополковой;;1808;periodical;Х4д;reg;unrhymed;periph;Х;4;д;4;no;
566;Бирюков Николай;Не тужите люди Русские;РВ. 1813. № 3. С. 36-39;1812;1810;Песня моим соотечественникам;Харьков, 1812 года, октября 8 дня. Сочинитель сих стихов, шестьнадцатилетний молодой человек, сын Московского купца Бирюкова. Сия песня есть первый плод его упражнений в стихотворстве: с удовольствием помещаем оную в Русском вестнике, особенно посвященном возбуждению в сердцах юношества любви к Отечеству и ненависит к злоумышлению иноплеменному;1813;periodical;Х4д;reg;unrhymed;periph;Х;4;д;4;no;
567;А....а Н....а;Красно солнышко закатилося;РВ. 1814. № 1. С. 60-64.;1814;1810;Русская песня в честь Царя-Орла;А....а Н....а (Наумова?);1814;periodical;Пс2;unreg;rhyme;periph;Пс;2;;Пс;no;
568;Макшеева, В.;Голубое небо вдруг покрылось тучей;Маяк. 1840. Ч. 5. Гл. 2. Стихотворения. С. 6-7;1840;1830;Руская песня;кольцовская дума;1840;periodical;Х3ж;reg;unrhymed;periph;Х;3;ж;3;no;
569;Степанов, Ст.;Не роса на алый цвет падет весной;Маяк. 1840. Ч. 6. Гл. 2. Стихотворения. С. 16;1840;1830;Песня;19 июня, 1840;1840;periodical;Х6м;reg;rhyme;core;Х;6;м;6;no;
570;П...кий;Не дождусь того я времени;Маяк. 1840. Ч. 8. Гл. 2. Стихотворения. С. 29;1840;1830;Тоска подружки;;1840;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
571;Пороховой, А.;Не утай расскажи моя душечка;Маяк. 1841. Ч. 16. Гл. 1. Стихотворения. С. 36.;1841;1840;Вопрос и ответ. Посвящено Е.Д.;;1841;periodical;Ан21мд;unreg;unrhymed;core;Ан;21;мд;рз;no;
572;Романович, В.;Не кукушка на лету заунывно куковала;Маяк. 1841. Ч. 17-18. Гл. 1. Стихотворения. С. 11;1841;1840;Песня;Эпиграф: Не сизая зозуленька в темним лузи куковала. Максим. Малор. Песня;1841;periodical;Х4мж;reg;rhyme;core;Х;4;мж;4;yes;Не сизая зозуленька в темним лузи куковала
573;Романович, В.;Спой голубка что нибудь;Маяк. 1841. Ч. 19-21. Гл. 1. Стихотворения С. 21;1841;1840;Разлука;;1841;periodical;Х4мж;unreg;rhyme;periph;Х;4;мж;4;no;
574;Романович, В.;В поле ветер воет стонет;Маяк. 1841. Ч. 19-21. Гл. 1. Стихотворения. С. 21-22;1841;1840;Могила;;1841;periodical;Х4жм;reg;rhyme;core;Х;4;жм;4;no;
575;Романович, В.;По златистому песочку;Маяк. 1841. Ч. 19-21. Гл. 1. Стихотворения. С. 23;1841;1840;Суженый;;1841;periodical;Х4жм;unreg;rhyme;core;Х;4;жм;4;no;
576;Стременаев, Н.;Ты в тумане и без зорюшки;Маяк. 1841. Ч. 19-21. Гл. 1. Стихотворения. С. 26;1841;1840;Песня;Осташков;1841;periodical;Х4дм;reg;rhyme;core;Х;4;дм;4;no;
577;Тархов, А.;Не волна с волною шепчется;Маяк. 1841. Ч. 22. Гл. 1. Стихотворения. С. 12;1841;1840;Песня;;1841;periodical;Х4д;reg;unrhymed;core;Х;4;дм;4;no;
578;Z.;На поле рябинушка спелая растет;Маяк. 1841. Ч. 23. Гл. 1. Стихотворения. С. 17;1841;1840;Песня;;1841;periodical;Х3дм;reg;unrhymed;core;Х;3;дм;3;no;
579;Щулепников М.С.;Не труба трубит звонка золота;СО. 1814. № 43. С. 195-197/ ССОкН1812. 2. С. 242-243;1814;1810;Песня ратников Санктпетербургского ополчения;;1814;periodical;Пс2;unreg;unrhymed;periph;Пс;2;;Пс;no;
580;Востоков, А.Х.;Беспечально теки Волга матушка;СО. 1813. № 1. С. 45/ Стихотворения Александра Востокова. Спб., 1821. С. 242-24;1813;1810;Российские реки;;1813;periodical;Тк;Востоковская тоника, сверхфразовые ударения (11-12 слогов);unrhymed;periph;Тк;;;Неклассический;no;
581;Белышова;Закатилось солнце красное;СО. 1814. № 9. С. 107-108;1814;1810;На смерть подруги А.Н. Кр....й;Прим.: сии и следующие стихи сочинены одною из выпускаемых ныне воспитанниц С.П.Б. училища ордена Св. Екатерины (Подп. Б., см. Голицын, 41 по Масанову) Архаизмы + фольк. Державин отзывается мадригалом в № 10. Олимпия! - На Пинде Россов”;1814;periodical;Х4д;reg;unrhymed;periph;Х;4;д;4;;
582;Б/П;Быстрый млад Орел птица мощная;Народная песня. Посвящается храброй русской гвардии. [Спб., в Медицинской типографии, 1814] + СО. 1814. № 32. С. 240-241;1814;1810;Народная песня. Посвящается храброй Русской гвардии. 30 июля 1814 года;;1814;periodical;Пс2;reg;unrhymed;periph;Пс;2;;Пс;no;
583;Б/П;Православные к оружию;Песнь дружины.  [Спб.: в типографии Плавильщикова, ц.р. 4 сент 1812]. + Песни 1812;1812;1810;Песнь дружины;;1812;collection;Х4д;reg;unrhymed;periph;Х;4;д;4;no;
584;Б/П;Что за пыль столбом подымается;Песня на отъезд в армию князя Голенищева-Кутузова, в августе 1812 года. [Спб] В Медицинской типографии + Песни 1812;1812;1810;Песня на отъезд в армию князя Голенищева-Кутузова;Голос: Как на матушке, на Неве реке, на Васильевском славном острове;1812;collection;Пс2;unreg (сбивается в х4);unrhymed;periph;Пс;2;;Пс;yes;Как на матушке на Неве реке
585;Захаров, И.С.;Ни видом братцы зла не видано;Песня ратников всеобщего ополчения. Спб., типография Глазунова, 1812 (ц.р. 4 ноября 1812)/ Песни 1812;1812;1810;Песня ратников всеобщего ополчения;;1812;collection;Пс2;unreg;unrhymed;periph;Пс;2;;Пс;no;
